,fileid
90,20200519-0900-COMMITTEE-AFET_fr_63_0
91,20161010-1500-COMMITTEE-DEVE_fr_112_1
92,20110322-1500-COMMITTEE-ECON_fr_365_0
93,20090309-0900-PLENARY-21_fr_9_0
94,20120917-1500-COMMITTEE-TRAN_fr_49_1
95,20121119-0900-PLENARY-21_fr_23_0
96,20131209-0900-PLENARY-18_fr_32_1
97,20170109-1600-COMMITTEE-BUDG-ECON_fr_101_1
98,20150413-1500-COMMITTEE-INTA_fr_209_0
99,20190917-0900-PLENARY_fr_45_0
100,20151125-0900-PLENARY-21_fr_48_1
101,20181113-0900-PLENARY_fr_330_0
102,20130319-0900-COMMITTEE-CONT_fr_255_0
103,20141013-1500-COMMITTEE-JURI_fr_16_1
104,20170516-0900-PLENARY-4_fr_28_1
105,20170620-0900-SPECIAL-UNKN2_fr_21_0
106,20181127-0900-COMMITTEE-PECH_fr_48_1
107,20180425-1430-COMMITTEE-SEDE_fr_323_1
108,20160225-1600-SPECIAL-UNKN_fr_130_1
109,20141211-0900-COMMITTEE-CONT_fr_84_0
110,20170313-1900-COMMITTEE-AGRI_fr_307_1
111,20121105-1500-COMMITTEE-AGRI_fr_193_1
112,20110315-1500-COMMITTEE-TRAN_fr_95_0
113,20101115-1500-COMMITTEE-CONT_fr_42_0
114,20170619-1500-COMMITTEE-AFET_fr_139_1
115,20150715-0900-COMMITTEE-PECH_fr_31_1
116,20170410-1500-COMMITTEE-TRAN_fr_84_0
117,20170327-1700-COMMITTEE-LIBE_fr_15_0
118,20141111-1500-COMMITTEE-ECON_fr_270_1
119,20141111-1500-COMMITTEE-PETI_fr_287_0
120,20180612-0900-PLENARY_fr_862_2
121,20130905-0900-COMMITTEE-EMPL_fr_171_0
122,20140204-1500-SPECIAL_fr_37_1
123,20150615-1500-COMMITTEE-ECON_fr_227_0
124,20120508-0900-COMMITTEE-PETI_fr_103_1
125,20100603-1500-COMMITTEE-CRIS_fr_97_1
126,20111214-1130-SPECIAL-UNKN_fr_26_1
127,20200128-1500-SPECIAL-OTHER_fr_171_1
128,20161018-1430-SPECIAL_fr_13_1
129,20160426-0900-COMMITTEE-EMPL_fr_25_1
130,20120301-1500-COMMITTEE-JURI_fr_144_0
131,20151117-0900-COMMITTEE-ECON_fr_52_0
132,20170425-1500-COMMITTEE-ENVI_fr_357_1
133,20090421-0900-PLENARY-12_fr_61_0
134,20161108-0900-COMMITTEE-IMCO_fr_179_0
135,20170529-1500-COMMITTEE-EMPL_fr_22_0
136,20101109-2300-SPECIAL_fr_129_0
137,20110117-0900-PLENARY-14_fr_44_0
138,20121217-1600-COMMITTEE-PECH_fr_3_0
139,20160615-1500-COMMITTEE-ENVI_fr_100_1
140,20100525-1400-SPECIAL_fr_178_0
141,20180705-0900-COMMITTEE-TERR_fr_131_0
142,20141201-1500-COMMITTEE-EMPL_fr_228_0
143,20120418-0900-PLENARY-4_fr_106_0
144,20140715-0900-PLENARY-4_fr_172_0
145,20120709-1500-COMMITTEE-AGRI_fr_139_0
146,20180613-0900-PLENARY-20_fr_52_0
147,20180416-0900-PLENARY-18_fr_14_1
148,20150226-0900-COMMITTEE-ECON_fr_152_0
149,20160520-1200-SPECIAL-UNKN2_fr_61_1
150,20180702-0900-PLENARY_fr_364_1
151,20200421-1500-COMMITTEE-ENVI_fr_162_1
152,20180425-1500-COMMITTEE-AFCO_fr_217_0
153,20100208-0900-PLENARY-8_fr_42_0
154,20170503-1500-COMMITTEE-FEMM_fr_177_1
155,20191009-0900-PLENARY_fr_858_0
156,20130124-1500-SPECIAL-UNKN_fr_10_1
157,20091020-0900-PLENARY-16_fr_99_0
158,20190129-1430-COMMITTEE-LIBE_fr_26_1
159,20191204-1430-COMMITTEE-AFCO_fr_254_1
160,20131022-0900-PLENARY-20_fr_71_0
161,20111207-1800-SPECIAL_fr_76_1
162,20180424-1000-COMMITTEE-ITRE_fr_115_1
163,20141020-1900-COMMITTEE-HEARING2014MS_fr_119_0
164,20120229-1500-COMMITTEE-CULT_fr_321_2
165,20120202-0900-PLENARY-2_fr_0_1
166,20121217-1530-COMMITTEE-REGI_fr_200_1
167,20160222-1500-COMMITTEE-IMCO_fr_258_0
168,20090204-0900-PLENARY-15_fr_85_1
169,20111005-1500-COMMITTEE-REGI_fr_94_1
170,20160705-1010-SPECIAL-UNKN_fr_0_0
171,20110202-0900-PLENARY-11_fr_132_0
172,20200212-0900-PLENARY_fr_1092_1
173,20150119-1500-COMMITTEE-ITRE_fr_174_1
174,20120529-0900-COMMITTEE-CULT_fr_0_1
175,20111201-0900-PLENARY-5_fr_66_0
176,20180123-1430-COMMITTEE-IMCO_fr_23_1
177,20200604-1000-COMMITTEE-ENVI_fr_84_0
178,20140320-0930-COMMITTEE-FEMM_fr_120_1
179,20160928-1730-COMMITTEE-ECON_fr_111_0
180,20110207-1600-COMMITTEE-AFCO_fr_60_1
181,20121206-0900-COMMITTEE-DEVE_fr_192_0
182,20130529-0900-COMMITTEE-PECH_fr_135_0
183,20160926-1500-COMMITTEE-TRAN_fr_266_1
184,20091130-1500-COMMITTEE-SEDE_fr_155_1
185,20180704-0900-PLENARY-18_fr_134_0
186,20110630-0900-COMMITTEE-EMPL_fr_321_2
187,20130926-1500-COMMITTEE-IMCO_fr_236_1
188,20160713-1500-COMMITTEE-REGI_fr_33_1
189,20091123-0900-PLENARY-7_fr_0_0
190,20110704-1900-COMMITTEE-ECON_fr_161_0
191,20201019-0900-PLENARY_fr_107_0
192,20190116-0830-SPECIAL-OTHER_fr_55_0
193,20181121-1430-COMMITTEE-TRAN_fr_139_1
194,20180704-1500-COMMITTEE-DEVE_fr_113_0
195,20100614-0900-PLENARY-9_fr_77_1
196,20100114-1300-SPECIAL_fr_2_1
197,20110322-0900-COMMITTEE-ECON_fr_144_1
198,20100929-0900-COMMITTEE-LIBE_fr_58_0
199,20130710-0900-COMMITTEE-LIBE_fr_109_1
200,20170323-0900-COMMITTEE-JURI_fr_305_0
201,20180712-0900-COMMITTEE-CONT_fr_26_0
202,20130206-0900-PLENARY-12_fr_179_0
203,20100115-1031-SPECIAL_fr_41_0
204,20200120-1500-COMMITTEE-PECH_fr_9_0
205,20100511-1430-SPECIAL_fr_262_0
206,20180111-0830-COMMITTEE-LIBE_fr_68_1
207,20130527-1500-COMMITTEE-DROI_fr_155_1
208,20110502-1500-COMMITTEE-DEVE_fr_81_0
209,20150331-1500-COMMITTEE-AFET_fr_82_1
210,20150311-0800-COMMITTEE-AFET_fr_74_1
211,20120508-1000-COMMITTEE-INTA_fr_85_0
212,20120229-1500-COMMITTEE-EMPL_fr_346_0
213,20191106-1530-COMMITTEE-AFET_fr_94_0
214,20101202-0900-COMMITTEE-AFET_fr_27_1
215,20101118-0900-COMMITTEE-CULT_fr_228_1
216,20100113-1801-SPECIAL_fr_353_1
217,20171019-0900-COMMITTEE-ECON_fr_40_0
218,20160120-0900-PLENARY-4_fr_352_0
219,20120229-0900-COMMITTEE-AFET_fr_184_1
220,20200220-0900-COMMITTEE-LIBE_fr_142_0
221,20160201-0900-PLENARY-11_fr_12_0
222,20120425-1500-COMMITTEE-IMCO_fr_205_1
223,20110125-0900-COMMITTEE-CULT_fr_318_1
224,20180531-1000-COMMITTEE-REGI_fr_150_1
225,20120919-1630-COMMITTEE-FEMM_fr_106_1
226,20151013-1500-COMMITTEE-LIBE_fr_30_1
227,20120903-1500-COMMITTEE-ITRE_fr_187_0
228,20130516-1000-SPECIAL-UNKN_fr_32_0
229,20110207-1500-COMMITTEE-ECON_fr_147_1
230,20181121-1430-COMMITTEE-TRAN_fr_108_0
231,20131216-1500-COMMITTEE-CONT_fr_76_0
232,20111011-0900-COMMITTEE-TRAN_fr_103_1
233,20161013-0945-COMMITTEE-INTA_fr_93_0
234,20190416-0900-PLENARY_fr_1367_1
235,20170426-0900-PLENARY-17_fr_49_0
236,20151208-1500-COMMITTEE-LIBE_fr_170_0
237,20170130-1500-SPECIAL-EUPW_fr_316_0
238,20121010-1330-SPECIAL-UNKN_fr_38_0
239,20100601-1500-COMMITTEE-PECH_fr_78_0
