,fileid
42,20170406-0930-SPECIAL-UNKN_de_30_0
43,20150714-0900-COMMITTEE-TRAN_de_19_0
44,20150715-1500-COMMITTEE-IMCO_de_6_1
45,20171121-1430-COMMITTEE-ECON_de_413_0
46,20170323-0900-COMMITTEE-ECON_de_25_1
47,20120126-0900-COMMITTEE-PECH_de_57_0
48,20110119-0900-PLENARY-3_de_125_1
49,20110126-1500-COMMITTEE-BUDG_de_43_0
50,20101005-0900-COMMITTEE-ENVI_de_142_1
51,20101130-0930-COMMITTEE-JURI_de_365_0
52,20150430-0900-PLENARY-17_de_2_0
53,20201111-0900-PLENARY_de_151_1
54,20180612-0900-PLENARY-4_de_114_0
55,20100510-1500-COMMITTEE-BUDG_de_200_1
56,20190130-0900-PLENARY_de_458_0
57,20120411-1500-COMMITTEE-AFET_de_70_0
58,20101214-1530-SPECIAL_de_6_1
59,20160127-0930-SPECIAL-UNKN_de_140_0
60,20121008-1500-COMMITTEE-ITRE_de_1_0
61,20160217-0900-COMMITTEE-DROI_de_89_0
62,20171215-1600-SPECIAL-UNKN_de_156_1
63,20140916-0900-PLENARY-15_de_203_1
64,20171116-0900-PLENARY-4_de_25_0
65,20130710-1500-COMMITTEE-FEMM_de_106_0
66,20130307-1000-COMMITTEE-DROI_de_51_1
67,20130205-0900-PLENARY-4_de_24_0
68,20131126-0900-COMMITTEE-PETI_de_235_1
69,20160711-1500-COMMITTEE-JURI_de_103_1
70,20130708-1500-COMMITTEE-AGRI_de_45_1
71,20160216-0900-COMMITTEE-REGI_de_309_0
72,20120619-0900-COMMITTEE-AFET_de_230_0
73,20151124-0900-PLENARY-12_de_172_0
74,20140929-1430-COMMITTEE-HEARING2014KV_de_327_0
75,20140123-0900-COMMITTEE-ITRE_de_358_1
76,20191112-0900-COMMITTEE-PECH_de_118_1
77,20151210-1430-COMMITTEE-INTA_de_5_0
78,20151210-0900-COMMITTEE-BUDG_de_23_1
79,20091201-0900-COMMITTEE-LIBE_de_206_0
80,20100907-0900-PLENARY-10_de_53_0
81,20180312-1500-SPECIAL-UNKN_de_8_0
82,20120123-1500-COMMITTEE-AFET_de_8_0
83,20130206-0900-PLENARY-10_de_181_1
84,20201028-1645-COMMITTEE-PETI_de_67_1
85,20191118-1600-COMMITTEE-AGRI_de_86_0
86,20131202-1500-COMMITTEE-LIBE_de_110_1
87,20100407-1630-COMMITTEE-BUDG_de_171_0
88,20200217-1500-COMMITTEE-IMCO_de_5_0
89,20130419-1000-SPECIAL-UNKN_de_209_0
90,20160609-0900-PLENARY-3_de_122_1
91,20150121-0900-COMMITTEE-SEDE_de_67_0
92,20110113-0900-COMMITTEE-ITRE_de_396_0
93,20180220-1500-COMMITTEE-CONT_de_292_0
94,20170615-0900-PLENARY-3_de_85_1
95,20110829-1500-COMMITTEE-ECON_de_226_0
96,20101109-1500-COMMITTEE-ITRE_de_319_0
97,20131009-0900-PLENARY-8_de_16_1
98,20140722-0900-COMMITTEE-LIBE_de_169_1
99,20130218-1530-COMMITTEE-ENVI_de_192_0
100,20140122-0900-SPECIAL-UNKN4_de_33_1
101,20130221-0900-COMMITTEE-DROI_de_259_1
102,20170406-0930-SPECIAL-UNKN_de_110_1
103,20100930-0900-COMMITTEE-PETI_de_80_0
104,20170613-0900-PLENARY-16_de_13_0
105,20141125-1035-SPECIAL_de_128_1
106,20110127-0900-COMMITTEE-JURI_de_60_1
107,20121129-1130-SPECIAL_de_46_0
108,20120116-1630-SPECIAL-UNKN_de_16_1
109,20120531-0900-COMMITTEE-JURI_de_303_0
110,20100518-1130-SPECIAL_de_34_0
111,20141013-1500-COMMITTEE-JURI_de_28_0
112,20180912-0900-PLENARY-widetrim_de_1291_0
113,20150305-0900-COMMITTEE-LIBE_de_48_0
114,20111219-1500-COMMITTEE-ENVI_de_213_0
115,20130307-0900-COMMITTEE-LIBE_de_34_1
116,20180529-0900-PLENARY-4_de_80_0
117,20131017-1500-COMMITTEE-BUDG_de_112_1
118,20180710-1430-COMMITTEE-AFET_de_102_0
119,20130131-0900-COMMITTEE-LIBE_de_92_0
120,20180620-0900-COMMITTEE-AFET_de_14_0
121,20100318-0900-COMMITTEE-SEDE_de_28_0
122,20150316-1730-COMMITTEE-BUDG_de_51_2
123,20180124-1430-COMMITTEE-SEDE_de_218_1
124,20200714-0900-COMMITTEE-BUDG_de_155_0
125,20141103-1500-COMMITTEE-DEVE_de_157_1
126,20130828-1500-COMMITTEE-DEVE_de_251_1
127,20180620-1430-COMMITTEE-REGI_de_174_1
128,20110510-0900-PLENARY-13_de_212_1
129,20180322-0915-SPECIAL-UNKN_de_212_1
130,20150416-0900-COMMITTEE-AFCO_de_76_1
131,20201012-1645-COMMITTEE-ECON_de_192_1
132,20141117-1500-COMMITTEE-ITRE_de_184_0
133,20181015-1500-COMMITTEE-TAX3_de_242_0
134,20180927-1500-SPECIAL-OTHER-7C50_de_114_0
135,20100127-1830-COMMITTEE-AFET_de_97_0
136,20101202-0900-COMMITTEE-ITRE_de_71_0
137,20200618-0900-PLENARY_de_393_0
138,20140707-1630-COMMITTEE-REGI_de_27_0
139,20160714-0900-COMMITTEE-CULT_de_92_1
140,20161012-1000-COMMITTEE-IMCO_de_68_1
141,20110411-1500-COMMITTEE-ENVI_de_15_1
142,20110131-1500-COMMITTEE-FEMM_de_250_1
143,20150923-0900-COMMITTEE-EMPL_de_79_0
144,20180308-0900-COMMITTEE-LIBE_de_24_0
145,20100706-0900-PLENARY-4_de_28_0
146,20130320-0900-COMMITTEE-ECON_de_87_0
147,20130326-1500-COMMITTEE-BUDG_de_62_0
148,20131125-1500-COMMITTEE-CONT_de_130_0
149,20131205-0900-COMMITTEE-EMPL_de_163_1
150,20120710-1500-COMMITTEE-FEMM_de_33_0
151,20190404-1000-SPECIAL-EUROSCOLA_de_147_0
152,20170712-0900-COMMITTEE-EMPL_de_53_0
153,20191219-1000-SPECIAL-DELEGATIONS_de_23_0
154,20150714-0900-COMMITTEE-CULT_de_222_0
155,20141006-1400-COMMITTEE-REGI_de_264_0
156,20180612-0900-PLENARY_de_1203_1
157,20170904-1500-COMMITTEE-LIBE_de_164_0
158,20141219-1000-SPECIAL-UNKN_de_259_1
159,20111110-0900-COMMITTEE-AFCO-LIBE_de_89_0
160,20200706-0900-COMMITTEE-LIBE_de_103_1
161,20131107-0930-SPECIAL-UNKN_de_202_1
162,20171213-0900-PLENARY-16_de_95_1
163,20130709-0900-COMMITTEE-DEVE_de_136_0
164,20181211-0900-PLENARY_de_658_1
165,20160119-0900-PLENARY-16_de_112_0
166,20091110-1500-COMMITTEE-AGRI_de_298_1
167,20181018-0900-COMMITTEE-ENVI_de_77_1
168,20151013-0900-COMMITTEE-JURI_de_158_0
169,20161129-0900-COMMITTEE-IMCO-JURI_de_46_1
170,20150225-0900-PLENARY-8_de_141_0
171,20141006-1830-COMMITTEE-HEARING2014AA_de_73_0
172,20091110-1500-COMMITTEE-AGRI_de_322_0
173,20111005-1500-COMMITTEE-LIBE_de_237_1
174,20100317-0900-COMMITTEE-LIBE_de_14_1
175,20180601-1400-SPECIAL10_de_75_0
176,20120918-1500-COMMITTEE-DEVE_de_172_0
177,20120321-1500-COMMITTEE-PECH_de_230_0
178,20150623-1500-COMMITTEE-DEVE_de_396_1
179,20110627-1500-COMMITTEE-ECON_de_75_0
180,20150506-1500-COMMITTEE-ENVI_de_103_1
181,20181122-0900-COMMITTEE-REGI_de_157_0
182,20171010-1430-COMMITTEE-DEVE_de_14_1
183,20151022-0900-COMMITTEE-DROI_de_236_2
184,20191003-1430-SPECIAL-HEARING-2Q2_de_152_0
185,20111214-0900-PLENARY-17_de_39_0
186,20101201-0900-COMMITTEE-LIBE_de_158_0
187,20120124-1500-COMMITTEE-ENVI_de_130_1
188,20151207-1500-COMMITTEE-EMPL_de_115_0
189,20100323-0900-COMMITTEE-PETI_de_174_0
190,20100407-1630-COMMITTEE-AFET_de_146_0
191,20180215-1000-SPECIAL-UNKN_de_116_1
192,20180912-0900-PLENARY_de_339_0
193,20200129-0900-PLENARY_de_406_1
194,20180321-1430-COMMITTEE-SEDE_de_118_1
195,20140925-0900-COMMITTEE-BUDG_de_78_1
196,20160908-0900-COMMITTEE-PETI_de_163_0
197,20180516-1430-COMMITTEE-INTA_de_41_0
198,20090114-0900-PLENARY-3_de_172_0
199,20180418-0900-PLENARY-19_de_54_1
200,20200520-1345-COMMITTEE-IMCO_de_102_1
201,20160420-0900-COMMITTEE-SEDE_de_277_1
202,20150908-0900-PLENARY-13_de_62_0
203,20120424-1500-COMMITTEE-DEVE_de_65_1
204,20160419-0900-COMMITTEE-EMPL_de_280_0
205,20201029-1645-COMMITTEE-ANIT_de_164_1
206,20200616-0900-COMMITTEE-JURI_de_142_0
207,20140401-1500-COMMITTEE-PETI_de_50_1
208,20130910-0900-PLENARY-16_de_57_1
209,20160530-1500-COMMITTEE-DROI_de_136_1
210,20100222-1500-COMMITTEE-CONT_de_251_0
211,20100127-0900-COMMITTEE-ECON_de_84_1
212,20160307-1100-SPECIAL-UNKN_de_5_1
213,20201012-1345-COMMITTEE-PECH_de_45_1
214,20200212-1300-SPECIAL-PRESSER_de_15_1
215,20150715-0900-COMMITTEE-AGRI_de_163_1
216,20111122-1500-COMMITTEE-IMCO_de_205_0
217,20161209-1100-SPECIAL-UNKN_de_27_0
218,20120124-0900-COMMITTEE-CONT_de_61_0
219,20110906-1800-COMMITTEE-AFET_de_103_0
220,20160421-0900-COMMITTEE-SEDE_de_72_0
221,20121127-0900-COMMITTEE-CONT_de_269_0
222,20180122-1500-COMMITTEE-ITRE_de_151_0
223,20111109-1500-SPECIAL-STOA_de_357_1
224,20181009-1430-COMMITTEE-PETI_de_308_0
225,20151019-1500-COMMITTEE-CONT_de_33_0
226,20131126-0900-COMMITTEE-JURI_de_62_0
227,20110913-0900-PLENARY-3_de_54_0
228,20100427-0900-COMMITTEE-DROI_de_88_0
229,20120206-1500-COMMITTEE-BUDG_de_244_0
230,20110526-0900-COMMITTEE-DROI_de_266_1
231,20160215-1600-COMMITTEE-BUDG_de_109_1
232,20100128-0900-COMMITTEE-ITRE_de_189_1
233,20150715-1500-COMMITTEE-ITRE_de_116_0
234,20170830-1500-COMMITTEE-AGRI_de_275_0
235,20151027-1430-SPECIAL-UNKN_de_52_1
236,20090928-1500-COMMITTEE-ITRE_de_133_1
237,20170620-0900-COMMITTEE-JURI_de_105_1
238,20101108-1500-COMMITTEE-IMCO_de_143_0
239,20180620-0900-COMMITTEE-TRAN_de_243_0
240,20120524-0900-PLENARY-12_de_5_1
241,20101201-0900-COMMITTEE-INTA_de_58_0
242,20191111-1500-COMMITTEE-PECH_de_210_0
243,20101209-0900-COMMITTEE-ITRE_de_116_0
244,20130220-1500-COMMITTEE-AGRI_de_138_0
245,20170530-1500-COMMITTEE-CONT_de_140_0
246,20130918-1500-COMMITTEE-PECH_de_67_0
247,20180531-0830-SPECIAL_de_93_1
248,20161208-1400-COMMITTEE-CONT_de_26_0
249,20111219-1500-COMMITTEE-PECH_de_93_1
250,20111006-0900-COMMITTEE-AGRI_de_58_1
251,20090324-0900-PLENARY-9_de_84_1
252,20160607-0900-PLENARY-3_de_156_0
253,20161110-0900-COMMITTEE-IMCO_de_9_0
254,20201119-1400-SPECIAL-OTHER-3_de_88_1
255,20200715-1630-COMMITTEE-DEVE_de_27_1
256,20180222-1600-SPECIAL-UNKN_de_107_1
257,20091008-1400-COMMITTEE-LIBE_de_147_0
258,20090929-1500-COMMITTEE-EMPL_de_68_0
259,20181211-0900-PLENARY_de_143_0
260,20180913-0930-SPECIAL-STOA-O_de_49_1
261,20090916-0900-PLENARY-3_de_53_1
262,20180620-1000-COMMITTEE-JURI_de_12_1
263,20180515-1100-COMMITTEE-FEMM_de_118_1
264,20150915-1500-COMMITTEE-TRAN_de_49_0
265,20160926-1500-COMMITTEE-TRAN_de_291_0
266,20101019-1700-COMMITTEE-AFET_de_110_1
267,20131125-1500-COMMITTEE-EMPL_de_55_0
268,20100125-1500-COMMITTEE-CULT_de_277_2
269,20110413-1500-COMMITTEE-IMCO_de_161_1
270,20181008-1615-COMMITTEE-PETI_de_113_0
271,20180903-1500-COMMITTEE-ITRE_de_98_1
272,20150414-0900-COMMITTEE-ECON_de_155_0
273,20100223-1500-COMMITTEE-ENVI_de_57_1
274,20120327-0900-COMMITTEE-TRAN_de_208_1
275,20170529-1500-COMMITTEE-DEVE_de_317_1
276,20160524-1230-COMMITTEE-ECON_de_108_1
277,20110125-1500-COMMITTEE-LIBE_de_92_1
278,20160301-1530-SPECIAL-UNKN_de_93_0
279,20201027-0900-COMMITTEE-PECH_de_6_1
280,20120619-0900-COMMITTEE-TRAN_de_4_0
281,20151209-1430-COMMITTEE-INTA_de_10_2
282,20121011-1500-COMMITTEE-ENVI_de_18_0
283,20140319-0900-COMMITTEE-REGI_de_254_1
284,20180423-1500-COMMITTEE-JURI_de_1_0
285,20150325-0900-PLENARY-14_de_15_0
286,20160621-0900-COMMITTEE-EMIS_de_19_1
287,20120710-0900-COMMITTEE-TRAN_de_209_1
288,20111219-1500-COMMITTEE-CONT_de_52_0
289,20120906-0900-COMMITTEE-AFET_de_172_0
290,20110126-1500-COMMITTEE-AGRI_de_341_0
291,20111109-1500-COMMITTEE-AFCO-LIBE_de_369_0
292,20121210-1630-SPECIAL-UNKN_de_48_0
293,20180313-0900-PLENARY-19_de_0_0
294,20170516-1600-SPECIAL-UNKN_de_54_0
295,20120531-0900-COMMITTEE-BUDG_de_278_1
296,20130618-0900-COMMITTEE-AFCO_de_188_1
297,20110830-0930-COMMITTEE-ITRE_de_189_1
298,20100621-1500-COMMITTEE-LIBE_de_83_0
299,20200123-1000-SPECIAL-EUROSCOLA_de_86_0
300,20170214-0900-PLENARY-13_de_37_0
301,20140318-0900-COMMITTEE-AFET_de_255_1
302,20131107-1500-COMMITTEE-LIBE_de_224_1
303,20121106-1500-COMMITTEE-LIBE_de_99_0
304,20190904-1530-COMMITTEE-LIBE_de_133_0
305,20100204-0900-COMMITTEE-AFET_de_33_1
306,20130425-0900-COMMITTEE-JURI_de_304_0
307,20161114-1500-COMMITTEE-EMIS_de_144_0
308,20111004-1430-SPECIAL_de_159_1
309,20170215-0900-PLENARY-4_de_179_0
310,20100429-0900-COMMITTEE-CRIS_de_40_1
311,20160218-1130-COMMITTEE-EMPL_de_57_0
312,20131127-0900-COMMITTEE-CULT_de_1_1
313,20200123-1600-SPECIAL-EUROSCOLA_de_100_0
314,20100706-0900-PLENARY-11_de_80_0
315,20190912-0900-COMMITTEE-LIBE_de_296_1
316,20160512-0900-PLENARY-4_de_83_0
317,20201028-1645-COMMITTEE-SEDE_de_49_1
318,20160201-0900-PLENARY-11_de_119_0
319,20200625-1645-COMMITTEE-INTA_de_163_1
320,20181112-1930-COMMITTEE-AGRI_de_131_0
321,20171211-1900-COMMITTEE-LIBE_de_24_0
322,20100714-0900-COMMITTEE-FEMM_de_192_0
323,20181018-1130-COMMITTEE-LIBE-FEMM_de_119_0
324,20141111-1500-COMMITTEE-LIBE_de_249_1
325,20160222-1500-COMMITTEE-ITRE_de_31_1
326,20110405-0900-PLENARY-10_de_25_0
327,20180618-1500-COMMITTEE-ECON_de_53_0
328,20201029-1345-COMMITTEE-DEVE_de_45_0
329,20111208-0900-COMMITTEE-LIBE_de_397_0
330,20120710-1500-COMMITTEE-IMCO_de_179_0
331,20100128-0900-COMMITTEE-JURI_de_195_1
332,20190526-1800-SPECIAL-ELECTIONNIGHT_de_268_0
333,20170530-1500-COMMITTEE-IMCO_de_70_2
334,20091110-1030-COMMITTEE_de_39_0
335,20120126-0900-COMMITTEE-INTA_de_90_0
336,20100318-1500-COMMITTEE-ITRE_de_186_1
337,20140320-0900-COMMITTEE-INTA_de_117_1
338,20171207-0900-COMMITTEE-REGI_de_314_1
339,20140415-0900-PLENARY-19_de_9_1
340,20090113-0900-PLENARY-23_de_2_0
341,20100324-0900-PLENARY-8_de_149_1
342,20130423-0900-COMMITTEE-TRAN_de_121_1
343,20160511-1100-SPECIAL-UNKN_de_14_0
344,20100127-0900-COMMITTEE-INTA_de_152_1
345,20201119-1330-COMMITTEE-AGRI_de_163_0
346,20180829-0900-COMMITTEE-AFET_de_131_0
347,20190307-1000-SPECIAL-EUROSCOLA_de_76_1
348,20121123-1000-SPECIAL-UNKN_de_117_0
349,20170706-0900-PLENARY-12_de_30_0
350,20110228-1500-COMMITTEE-AGRI_de_75_0
351,20091202-0900-COMMITTEE-EMPL_de_66_0
352,20101014-1430-SPECIAL_de_117_0
353,20150416-0900-COMMITTEE-EMPL_de_202_0
354,20110621-0900-COMMITTEE-CONT_de_11_0
355,20131114-0900-COMMITTEE-EMPL_de_160_1
356,20090917-0900-PLENARY-9_de_62_1
357,20181113-1430-SPECIAL-CONFERENCE_de_91_1
358,20101108-1500-COMMITTEE-DEVE_de_225_1
359,20200210-0900-PLENARY_de_180_0
360,20131119-1545-SPECIAL-UNKN_de_177_0
361,20180620-0900-COMMITTEE-REGI_de_92_0
362,20100622-0900-COMMITTEE-DEVE_de_26_0
363,20130325-1500-COMMITTEE-TRAN_de_115_0
364,20150330-1500-COMMITTEE-PECH_de_272_1
365,20160914-0900-PLENARY-3_de_102_1
366,20161012-1245-COMMITTEE-ITRE2_de_101_1
367,20131008-0900-PLENARY-18_de_15_0
368,20170712-0900-COMMITTEE-CONT_de_108_0
369,20101130-1108-COMMITTEE-FEMM_de_37_0
370,20120327-0900-COMMITTEE-JURI_de_124_1
371,20161107-1500-SPECIAL-UNKN_de_284_1
372,20160222-1500-COMMITTEE-PETI_de_125_0
373,20180322-0900-SPECIAL_de_89_0
374,20141002-1930-COMMITTEE-HEARING2014MV3_de_138_1
375,20110413-1400-COMMITTEE-ENVI_de_171_0
376,20140212-1500-COMMITTEE-ITRE_de_50_1
377,20100428-0900-COMMITTEE-ENVI_de_151_1
378,20160426-0900-COMMITTEE-AGRI_de_23_0
379,20100325-0900-PLENARY-4_de_76_1
380,20151118-1130-COMMITTEE-AFET_de_57_2
381,20110314-1500-COMMITTEE-DROI_de_68_1
382,20110411-1100-SPECIAL_de_6_1
383,20170227-1500-COMMITTEE-EMPL_de_122_0
384,20140220-1000-SPECIAL-UNKN_de_249_0
385,20110607-1100-SPECIAL-UNKN_de_33_1
386,20110524-1545-COMMITTEE-CONT_de_154_1
387,20130423-0930-SPECIAL-UNKN_de_257_0
388,20111219-1500-COMMITTEE-CONT_de_65_1
389,20120320-1500-COMMITTEE-REGI_de_134_0
390,20150119-1500-COMMITTEE-ITRE_de_119_1
391,20130708-1500-COMMITTEE-AFET_de_117_0
392,20130125-0930-SPECIAL_de_60_1
393,20130423-0900-COMMITTEE-AFET_de_174_0
394,20141208-1500-COMMITTEE-DEVE_de_61_0
395,20200121-0900-COMMITTEE-ENVI_de_7_1
396,20120711-0900-COMMITTEE-DROI-FEMM_de_103_0
397,20161108-0900-COMMITTEE-CULT_de_13_1
398,20161108-1500-COMMITTEE-JURI_de_322_1
399,20090402-1250-COMMITTEE-IMCO_de_142_0
400,20150624-0900-PLENARY-14_de_130_1
401,20170228-1545-COMMITTEE-LIBE_de_17_0
402,20100601-1500-COMMITTEE-LIBE_de_293_1
403,20170322-1500-COMMITTEE-ECON_de_330_0
404,20161013-0945-COMMITTEE-INTA_de_163_0
405,20150226-1500-COMMITTEE-FEMM_de_70_1
406,20150708-0900-PLENARY-11_de_44_1
407,20140121-1500-SPECIAL-UNKN_de_17_1
408,20150324-0900-COMMITTEE-CULT_de_59_1
409,20100222-1500-COMMITTEE-DROI_de_262_0
410,20181212-0900-PLENARY_de_718_0
411,20190312-1130-SPECIAL-PRESSER_de_36_1
412,20111220-1500-COMMITTEE-ECON_de_166_1
413,20100713-0900-COMMITTEE-LIBE_de_176_0
414,20110620-1500-COMMITTEE-AFET-FEMM-DEVE-DROI_de_27_0
415,20100706-0900-PLENARY-14_de_0_0
416,20151208-0900-SPECIAL-UNKN_de_319_0
417,20140403-0900-PLENARY-3_de_197_0
418,20100317-1500-COMMITTEE-ITRE_de_147_0
419,20200520-1500-COMMITTEE-EMPL_de_20_0
420,20131021-0900-PLENARY-16_de_2_1
421,20180123-1430-COMMITTEE-IMCO_de_84_1
422,20140908-1700-COMMITTEE-AFET_de_11_0
423,20120920-1500-COMMITTEE-LIBE_de_283_1
424,20171108-1700-SPECIAL-UNKN_de_130_1
425,20180305-1500-COMMITTEE-LIBE_de_50_0
426,20191202-1500-COMMITTEE-ECON_de_17_0
427,20201111-0900-PLENARY_de_127_0
428,20090202-0900-PLENARY-10_de_4_1
429,20100322-1500-COMMITTEE-ECON_de_163_0
430,20171010-0900-COMMITTEE-AGRI_de_57_0
431,20180124-1430-COMMITTEE-JURI_de_70_0
432,20161013-0900-COMMITTEE-PANA_de_49_0
433,20160615-0900-COMMITTEE-ENVI_de_148_1
434,20120228-1500-COMMITTEE-ENVI_de_260_1
435,20190715-0900-PLENARY_de_7_0
436,20131128-0900-COMMITTEE-ENVI_de_95_0
437,20100713-1500-COMMITTEE-INTA_de_258_0
438,20110621-0900-COMMITTEE-REGI_de_341_1
439,20161216-1000-SPECIAL-UNKN_de_77_0
440,20111121-1500-COMMITTEE-TRAN_de_213_0
441,20121205-0900-SPECIAL_de_91_0
442,20091103-1500-COMMITTEE-PECH_de_55_0
443,20130529-1500-COMMITTEE-ENVI_de_238_1
444,20131017-1500-COMMITTEE-BUDG_de_42_0
445,20100628-1500-COMMITTEE-AGRI_de_211_1
446,20171009-1500-COMMITTEE-DEVE_de_126_1
447,20170320-1500-COMMITTEE-ENVI_de_149_1
448,20171121-1430-COMMITTEE-ENVI_de_192_0
449,20200622-1200-COMMITTEE-ENVI_de_14_1
450,20150907-0900-PLENARY-19_de_16_0
451,20120618-1500-COMMITTEE-ITRE_de_227_0
452,20171114-0900-PLENARY-17_de_18_1
453,20161013-0945-COMMITTEE-INTA_de_72_0
454,20090930-0900-COMMITTEE-ENVI_de_220_1
455,20181122-0900-COMMITTEE-AFET_de_64_1
456,20181129-1600-SPECIAL-EUROSCOLA_de_127_1
457,20160929-0900-COMMITTEE-AFCO_de_77_1
458,20180621-0900-COMMITTEE-AFET_de_8_0
459,20150715-0900-COMMITTEE-IMCO_de_29_0
460,20130514-1400-SPECIAL-UNKN_de_192_0
461,20121122-0900-PLENARY-7_de_86_1
462,20170206-1500-COMMITTEE-DROI_de_151_0
463,20101111-1500-COMMITTEE-CRIS_de_22_1
464,20160202-0900-PLENARY-13_de_21_2
465,20100902-0911-COMMITTEE-AFET_de_50_1
466,20171004-0900-PLENARY-14_de_1_2
467,20100622-1500-COMMITTEE-INTA_de_36_1
468,20120425-0900-SPECIAL-UNKN_de_307_0
469,20190318-1500-COMMITTEE-AFCO_de_143_0
470,20201028-1645-COMMITTEE-AFCO_de_60_1
471,20170711-1600-COMMITTEE-ECON_de_164_0
472,20131217-1359-COMMITTEE-ENVI_de_99_1
473,20120703-0900-PLENARY-4_de_69_0
474,20190411-0900-COMMITTEE-LIBE_de_26_0
475,20100930-0900-COMMITTEE-EMPL_de_214_1
476,20121127-0900-COMMITTEE-AFET_de_177_1
477,20171207-1500-COMMITTEE-REGI_de_65_1
478,20130221-1000-COMMITTEE-AFET-SEDE_de_123_0
479,20151201-1500-COMMITTEE-LIBE_de_131_0
480,20160621-0900-COMMITTEE-PETI_de_266_1
481,20090715-0900-PLENARY-3_de_3_1
482,20141203-1610-COMMITTEE-BUDG_de_59_1
483,20100415-0900-COMMITTEE-CRIS_de_219_0
484,20170614-0900-PLENARY-7_de_40_1
485,20160125-1500-COMMITTEE-IMCO_de_16_0
486,20151012-1500-COMMITTEE-EMPL_de_124_0
487,20111205-1500-COMMITTEE-SEDE_de_168_0
488,20121011-0900-COMMITTEE-AFET_de_374_0
489,20150707-0900-PLENARY-15_de_116_0
490,20110524-1500-COMMITTEE-AFET_de_166_0
491,20140924-1500-COMMITTEE-PETI_de_217_0
492,20120918-1500-COMMITTEE-AGRI_de_49_0
493,20100426-1500-COMMITTEE-ENVI_de_207_2
494,20171213-0900-PLENARY-4_de_345_1
495,20140211-1500-COMMITTEE-JURI_de_71_0
496,20150923-0900-COMMITTEE-EMPL_de_124_0
497,20160315-0900-COMMITTEE-AFET_de_329_0
498,20141211-1000-SPECIAL-UNKN_de_82_0
499,20100928-0900-COMMITTEE-CULT_de_42_1
500,20090209-1500-COMMITTEE-DROI_de_93_0
501,20111123-0900-COMMITTEE-ITRE_de_136_0
502,20180424-1430-COMMITTEE-TERR_de_76_1
503,20180417-0900-PLENARY-15_de_163_0
504,20170216-0900-PLENARY-2_de_44_0
505,20141104-0900-COMMITTEE-EMPL_de_108_0
506,20100427-0900-COMMITTEE-DEVE_de_103_0
507,20141204-0900-COMMITTEE-PECH_de_39_1
508,20120214-1100-SPECIAL-UNKN_de_28_0
509,20141002-1030-COMMITTEE-HEARING2014PM3_de_39_0
510,20101123-0900-PLENARY-7_de_42_1
511,20150629-1500-COMMITTEE-AFET_de_67_0
512,20121105-1500-COMMITTEE-ITRE_de_45_0
513,20130925-0930-COMMITTEE-EMPL_de_144_1
514,20110125-1500-COMMITTEE-INTA_de_127_0
515,20150224-0900-COMMITTEE-AGRI_de_85_0
516,20160308-1500-SPECIAL-UNKN00_de_11_0
517,20190904-1430-COMMITTEE-PECH_de_303_0
518,20180221-0900-COMMITTEE-AGRI_de_134_0
519,20120125-1500-COMMITTEE-LIBE_de_38_1
520,20110915-0900-PLENARY-4_de_65_1
521,20161117-0900-COMMITTEE-AFET-DEVE_de_287_0
