,fileid
45,20130219-1700-SPECIAL-UNKN_fr_40_0
46,20190204-1500-COMMITTEE-INTA_fr_73_1
47,20110322-0930-COMMITTEE-ENVI_fr_247_1
48,20131202-1500-COMMITTEE-SEDE_fr_131_1
49,20131105-1000-SPECIAL-UNKN_fr_105_1
50,20120320-0900-COMMITTEE-IMCO_fr_60_1
51,20190321-1400-COMMITTEE-PETI_fr_223_1
52,20130917-0900-COMMITTEE-CULT_fr_95_1
53,20120228-1430-COMMITTEE-BUDG_fr_294_1
54,20120911-0900-PLENARY-14_fr_89_1
55,20121212-0900-PLENARY-11_fr_117_0
56,20120424-1500-COMMITTEE-ITRE_fr_316_1
57,20150330-1500-SPECIAL-TAXE-OMEE_fr_32_1
58,20180314-0900-PLENARY-17_fr_94_1
59,20121205-0900-SPECIAL-UNKN_fr_257_0
60,20150120-1500-COMMITTEE-FEMM_fr_215_0
61,20180614-0900-PLENARY_fr_97_0
62,20130703-0900-PLENARY-7_fr_22_1
63,20170621-0930-COMMITTEE-SEDE-AFET_fr_168_0
64,20110207-1500-COMMITTEE-DEVE_fr_91_0
65,20100601-0900-COMMITTEE-AFET_fr_103_0
66,20151005-0900-PLENARY-11_fr_99_1
67,20121009-0900-COMMITTEE-PETI_fr_144_0
68,20111012-0900-PLENARY-15_fr_0_0
69,20120320-1500-COMMITTEE-ENVI_fr_87_0
70,20130618-0900-COMMITTEE-ECON_fr_43_1
71,20171004-0900-PLENARY-10_fr_75_0
72,20180425-1430-COMMITTEE-CONT_fr_67_1
73,20110125-0900-COMMITTEE-CONT_fr_63_0
74,20130917-0900-COMMITTEE-PETI_fr_311_1
75,20181120-0900-COMMITTEE-DEVE_fr_50_1
76,20110621-1500-COMMITTEE-INTA_fr_146_1
77,20200428-1500-COMMITTEE-TRAN_fr_105_0
78,20190326-0900-PLENARY_fr_745_0
79,20111010-1500-COMMITTEE-IMCO_fr_32_1
80,20111129-1500-COMMITTEE-LIBE_fr_24_0
81,20100318-0900-COMMITTEE-AFCO_fr_381_0
82,20160321-1500-COMMITTEE-AFET_fr_210_0
83,20180424-1400-COMMITTEE-AGRI_fr_433_1
84,20111011-0900-COMMITTEE-JURI_fr_72_2
85,20160224-0900-PLENARY-9_fr_70_0
86,20131210-0900-PLENARY-16_fr_83_1
87,20161003-1900-COMMITTEE-ENVI_fr_6_1
88,20170712-1500-COMMITTEE-CONT_fr_25_0
89,20170504-0900-COMMITTEE-LIBE_fr_43_2
90,20131025-1000-SPECIAL_fr_190_0
91,20170301-1530-SPECIAL-UNKN_fr_26_1
92,20091201-1500-COMMITTEE-AFET_fr_192_0
93,20160713-0900-COMMITTEE-INTA_fr_26_1
94,20120606-1600-COMMITTEE-IMCO_fr_110_0
95,20091202-1500-COMMITTEE-JURI_fr_164_1
96,20170425-0900-COMMITTEE-REGI_fr_218_0
97,20190917-0900-PLENARY_fr_972_1
98,20141203-0900-COMMITTEE-ITRE_fr_326_0
99,20130902-1500-COMMITTEE-AFET_fr_127_0
100,20200212-0900-PLENARY_fr_778_0
101,20111123-0900-COMMITTEE-ITRE_fr_106_0
102,20141021-0900-PLENARY-11_fr_145_1
103,20150507-1600-SPECIAL-UNKN_fr_100_0
104,20170309-0900-COMMITTEE-LIBE_fr_53_0
105,20111004-1500-SPECIAL-UNKN_fr_6_1
106,20160914-0900-PLENARY-12_fr_195_0
107,20120917-1500-COMMITTEE-REGI_fr_103_0
108,20161010-1500-COMMITTEE-PECH_fr_234_0
109,20170913-0900-PLENARY-18_fr_15_0
110,20120112-0900-COMMITTEE-ITRE_fr_84_1
111,20100317-0900-COMMITTEE-ITRE_fr_201_1
112,20091201-0900-COMMITTEE-PECH_fr_21_0
113,20170228-0900-COMMITTEE-CONT_fr_198_1
114,20111011-0900-COMMITTEE-IMCO_fr_192_0
115,20171010-0900-COMMITTEE-REGI_fr_141_0
116,20091130-1619-COMMITTEE-PETI-MONETTE_fr_59_2
117,20130412-0900-SPECIAL-UNKN_fr_367_0
118,20120411-1500-COMMITTEE-AFET_fr_207_0
119,20120711-1500-COMMITTEE-ITRE_fr_70_0
120,20090310-0900-PLENARY-7_fr_3_0
121,20191204-0930-COMMITTEE-AFCO_fr_285_0
122,20180711-1430-COMMITTEE-ECON_fr_14_0
123,20100223-0900-COMMITTEE-ENVI_fr_300_0
124,20120112-0900-SPECIAL-UNKN_fr_97_0
125,20200121-1730-COMMITTEE-AFET_fr_24_1
126,20121010-0900-COMMITTEE-REGI_fr_287_2
127,20140722-1500-COMMITTEE-CONT_fr_32_0
128,20101215-1745-SPECIAL_fr_10_0
129,20190321-0900-COMMITTEE-CONT_fr_40_0
130,20201026-1345-COMMITTEE-AIDA_fr_82_1
131,20190204-1500-COMMITTEE-AFET_fr_160_1
132,20130325-1500-COMMITTEE-AGRI_fr_40_1
133,20100908-0900-PLENARY-6_fr_32_2
134,20141216-1010-SPECIAL_fr_35_1
135,20180207-1600-SPECIAL-UNKN_fr_118_1
136,20120125-1500-COMMITTEE-PECH_fr_283_0
137,20141104-1530-COMMITTEE-TRAN_fr_80_1
138,20170503-1500-COMMITTEE-PETI_fr_123_0
139,20131128-1500-COMMITTEE-ITRE_fr_138_1
140,20110412-1500-COMMITTEE-TRAN_fr_40_1
141,20120425-0900-COMMITTEE-IMCO_fr_93_0
142,20141105-0900-COMMITTEE-AGRI_fr_79_0
143,20170710-1500-COMMITTEE-PETI_fr_164_0
144,20181128-0900-PLENARY_fr_941_0
145,20090126-1500-COMMITTEE-EMPL_fr_71_0
146,20120612-0900-PLENARY-3_fr_42_1
147,20100621-1500-COMMITTEE-TRAN_fr_256_0
148,20101026-0900-COMMITTEE-SEDE_fr_169_0
149,20140121-1500-COMMITTEE-AGRI_fr_77_0
150,20100113-1801-SPECIAL_fr_188_0
151,20120918-1500-COMMITTEE-IMCO_fr_173_0
152,20120423-1500-COMMITTEE-DEVE_fr_42_0
153,20141201-1500-SPECIAL-UNKN_fr_164_0
154,20110510-1131-SPECIAL-UNKN_fr_72_0
155,20100223-0900-COMMITTEE-INTA_fr_218_1
156,20120125-0900-COMMITTEE-PECH_fr_330_0
157,20180927-1400-COMMITTEE-PEST_fr_270_0
158,20130425-0900-COMMITTEE-JURI_fr_227_1
159,20160426-0900-COMMITTEE-TRAN_fr_343_1
160,20121010-0900-COMMITTEE-ECON_fr_141_0
161,20141208-1500-COMMITTEE-ECON_fr_165_0
162,20120320-0900-COMMITTEE-ECON_fr_103_1
163,20201006-0900-PLENARY_fr_671_0
164,20201116-1000-COMMITTEE-SEDE_fr_66_0
165,20120412-0911-SPECIAL_fr_91_0
166,20200622-1700-SPECIAL-DELEGATIONS_fr_125_0
167,20100713-1500-COMMITTEE-INTA_fr_195_0
168,20180322-0900-COMMITTEE-IMCO_fr_315_0
169,20111115-0900-PLENARY-10_fr_69_0
170,20090902-0900-COMMITTEE-ECON_fr_50_0
171,20170621-1500-COMMITTEE-CONT_fr_329_1
172,20170711-0930-COMMITTEE-ECON_fr_198_1
173,20160509-0900-PLENARY-14_fr_35_1
174,20100126-0900-COMMITTEE-ENVI_fr_107_1
175,20100317-1500-COMMITTEE-EMPL_fr_149_1
176,20151221-1500-COMMITTEE-ENVI_fr_276_0
177,20121122-0900-PLENARY-6_fr_12_0
178,20131127-1000-COMMITTEE-PECH-FEMM_fr_58_0
179,20200220-1400-COMMITTEE-LIBE_fr_112_2
180,20110616-0900-COMMITTEE-AFET_fr_349_2
181,20161014-0900-SPECIAL-UNKN3_fr_269_1
182,20110412-0900-COMMITTEE-CONT_fr_68_1
183,20160420-0900-COMMITTEE-SEDE_fr_215_0
184,20100427-1500-COMMITTEE-ECON_fr_243_0
185,20130219-1500-COMMITTEE-PECH_fr_324_1
186,20160926-1500-COMMITTEE-ITRE_fr_163_0
187,20140313-0900-PLENARY-12_fr_29_0
188,20181009-0900-COMMITTEE-PETI_fr_159_1
189,20111011-1500-COMMITTEE-JURI_fr_160_0
190,20091202-1500-COMMITTEE-ECON_fr_65_0
191,20160712-1500-COMMITTEE-IMCO_fr_24_0
192,20120530-1500-COMMITTEE-LIBE_fr_162_1
193,20130527-1500-COMMITTEE-AFCO_fr_86_0
194,20131002-1500-COMMITTEE-BUDG_fr_120_1
195,20150121-1400-COMMITTEE-LIBE_fr_479_0
196,20170517-0900-PLENARY-18_fr_76_0
197,20170705-1130-SPECIAL-UNKN_fr_40_0
198,20090902-1500-COMMITTEE-ECON_fr_188_1
199,20191203-1430-COMMITTEE-SEDE_fr_99_0
200,20160314-1500-COMMITTEE-AGRI_fr_4_0
201,20141126-0900-PLENARY-14_fr_114_2
202,20091130-1500-COMMITTEE-DROI_fr_37_0
203,20140903-0900-COMMITTEE-AGRI_fr_1_1
204,20150121-1400-COMMITTEE-LIBE_fr_358_1
205,20131014-1500-COMMITTEE-JURI_fr_159_0
206,20160420-0900-COMMITTEE-CONT_fr_145_1
207,20160216-1500-COMMITTEE-EMPL_fr_114_0
208,20181114-0900-SPECIAL-CONFERENCE_fr_529_0
209,20130710-1500-COMMITTEE-PECH_fr_245_1
210,20141202-0900-SPECIAL-UNKN_fr_285_0
211,20190204-1830-COMMITTEE-TAX3_fr_132_1
212,20160222-1500-COMMITTEE-ITRE_fr_87_0
213,20130307-1000-SPECIAL_fr_20_0
214,20170131-1500-SPECIAL-UNKN_fr_259_1
215,20130220-1500-COMMITTEE-PETI_fr_79_1
216,20150709-0900-PLENARY-13_fr_27_1
217,20190403-0900-PLENARY_fr_634_0
218,20150714-0900-COMMITTEE-SEDE_fr_294_0
219,20100614-0900-PLENARY-9_fr_77_1
220,20160616-0900-COMMITTEE-INTA-ENVI_fr_25_0
221,20150506-1500-COMMITTEE-FEMM_fr_168_1
222,20120529-0900-COMMITTEE-REGI_fr_373_0
223,20150716-0900-COMMITTEE-LIBE_fr_61_0
224,20200212-0900-PLENARY_fr_156_0
225,20130319-1530-COMMITTEE-JURI_fr_85_1
226,20170504-0900-COMMITTEE-PETI_fr_180_0
227,20170125-1500-COMMITTEE-SEDE_fr_204_1
228,20140319-0900-COMMITTEE-DROI_fr_363_0
229,20180322-0900-COMMITTEE-SEDE-AFET_fr_230_1
230,20101118-0900-COMMITTEE-IMCO_fr_173_0
231,20180628-1100-COMMITTEE-EMPL_fr_156_0
232,20151201-1500-COMMITTEE-ECON_fr_25_0
233,20160314-1500-COMMITTEE-JURI_fr_121_0
234,20101130-0900-COMMITTEE-REGI_fr_209_1
235,20101110-0900-PLENARY-12_fr_40_1
236,20120531-0900-COMMITTEE-TRAN_fr_71_0
237,20141211-1000-COMMITTEE-AFET_fr_32_0
238,20150226-1330-SPECIAL-UNKN_fr_56_1
239,20151201-0900-COMMITTEE-SEDE_fr_88_0
240,20200122-1500-COMMITTEE-ECON_fr_105_1
241,20090506-0900-PLENARY-3_fr_51_0
242,20160407-1400-COMMITTEE-LIBE_fr_19_0
243,20090720-1500-COMMITTEE-DROI_fr_16_0
244,20201026-1645-COMMITTEE-AGRI_fr_136_0
245,20201006-0900-PLENARY_fr_72_1
246,20130313-0900-PLENARY-15_fr_107_0
247,20150127-0900-COMMITTEE-CONT_fr_56_0
248,20121128-1500-COMMITTEE-IMCO_fr_229_0
249,20150507-1000-SPECIAL-UNKN_fr_1_0
250,20110526-0900-COMMITTEE-CULT_fr_164_0
251,20130319-1530-COMMITTEE-ENVI_fr_210_1
252,20170619-1500-COMMITTEE-AFET_fr_223_1
253,20180111-0830-COMMITTEE-LIBE_fr_57_0
254,20110316-1500-COMMITTEE-ECON_fr_175_2
255,20160908-0900-COMMITTEE-AGRI_fr_197_1
256,20160713-1700-COMMITTEE-CULT-CULT-ITRE_fr_134_1
257,20131218-0900-COMMITTEE-LIBE_fr_280_1
258,20180612-0900-PLENARY-17_fr_57_0
259,20181108-0900-COMMITTEE-ENVI_fr_16_1
260,20130618-1500-COMMITTEE-CRM_fr_100_0
261,20121015-1000-SPECIAL_fr_277_1
262,20090930-1500-COMMITTEE-LIBE_fr_81_0
263,20150324-0900-COMMITTEE-ITRE_fr_35_0
264,20141112-0900-PLENARY-17_fr_19_1
265,20110316-1500-COMMITTEE-LIBE_fr_128_0
266,20180124-1100-COMMITTEE-DEVE-INTA_fr_103_0
267,20161012-0900-COMMITTEE-LIBE_fr_277_0
268,20140203-1900-COMMITTEE-AFET_fr_28_0
269,20150121-1500-COMMITTEE-DROI_fr_200_0
270,20091110-1030-COMMITTEE-AGRI_fr_110_1
271,20180222-0900-COMMITTEE-BUDG_fr_129_0
272,20130312-1110-SPECIAL-UNKN_fr_35_1
273,20110704-0900-PLENARY-16_fr_37_1
274,20180927-0830-COMMITTEE-REGI_fr_58_0
275,20100308-0900-PLENARY-12_fr_21_1
276,20120608-1100-SPECIAL-UNKN_fr_66_1
277,20170831-0900-COMMITTEE-AGRI_fr_28_1
278,20141204-1500-COMMITTEE-ITRE_fr_196_0
279,20090401-0900-PLENARY-17_fr_30_0
280,20110315-0900-COMMITTEE-FEMM_fr_37_0
281,20100318-1500-COMMITTEE-ITRE_fr_66_0
282,20151027-0900-PLENARY-4_fr_348_1
283,20160525-1430-SPECIAL-UNKN_fr_9_0
284,20180417-0900-PLENARY-4_fr_114_1
285,20191204-0930-COMMITTEE-AFCO_fr_166_0
286,20130220-1330-COMMITTEE-ECON_fr_5_1
287,20101026-1500-COMMITTEE-PECH_fr_217_1
288,20110412-0900-COMMITTEE-CONT_fr_159_1
289,20150715-0900-COMMITTEE-LIBE_fr_193_1
290,20150715-0900-COMMITTEE-ECON_fr_101_1
291,20190903-1000-COMMITTEE-ITRE_fr_201_1
292,20200608-1645-COMMITTEE-AFCO_fr_182_1
293,20140113-0900-PLENARY-13_fr_48_1
294,20150708-0900-PLENARY-10_fr_35_1
295,20121010-1500-COMMITTEE-LIBE_fr_80_1
296,20111205-1500-COMMITTEE-LIBE_fr_259_2
297,20160704-1930-SPECIAL-EMIS-EXTRA_fr_52_1
298,20190903-0900-COMMITTEE-EMPL_fr_7_0
299,20100506-1500-COMMITTEE-CRIS_fr_135_1
300,20100623-0900-COMMITTEE-JURI_fr_8_1
301,20180222-0900-COMMITTEE-JURI_fr_73_0
302,20161109-1500-COMMITTEE-ITRE_fr_165_1
303,20140407-1500-COMMITTEE-JURI_fr_124_0
304,20110119-0900-PLENARY-5_fr_152_1
305,20121218-0900-COMMITTEE-FEMM_fr_313_2
306,20101109-0900-COMMITTEE-DEVE_fr_120_2
307,20200612-0900-COMMITTEE-PECH_fr_19_1
308,20140403-0900-PLENARY-3_fr_141_0
309,20150617-1500-COMMITTEE-SEDE-IMCO-ITRE_fr_73_1
310,20180313-0930-SPECIAL-PRESSER_fr_28_0
311,20160914-0900-SPECIAL-UNKN_fr_174_1
312,20130619-1530-COMMITTEE-SEDE_fr_155_2
313,20120910-0900-PLENARY-18_fr_115_0
314,20180424-1430-COMMITTEE-BUDG-ENVI_fr_147_1
315,20180124-0900-COMMITTEE-DROI_fr_122_1
316,20170306-1500-COMMITTEE-PANA_fr_80_0
317,20130221-0900-COMMITTEE-EMPL_fr_57_1
318,20100511-1430-SPECIAL_fr_288_1
319,20120618-1500-COMMITTEE-AGRI_fr_138_1
320,20190724-0900-COMMITTEE-EMPL_fr_149_1
321,20180618-1545-COMMITTEE-IMCO_fr_71_1
322,20191204-0900-COMMITTEE-EMPL_fr_178_0
323,20091201-0900-COMMITTEE-DROI_fr_250_1
324,20160217-0900-COMMITTEE-SEDE_fr_239_1
325,20120125-0900-COMMITTEE-PECH_fr_129_0
326,20160525-0900-PLENARY-17_fr_107_1
327,20100114-0900-COMMITTEE-DROI_fr_280_1
328,20171003-0900-PLENARY-14_fr_70_1
329,20150921-1500-COMMITTEE-CULT_fr_149_0
330,20160223-1500-COMMITTEE-BUDG_fr_144_0
331,20130114-0900-PLENARY-17_fr_26_0
332,20170214-0900-PLENARY-14_fr_6_2
333,20120604-1500-COMMITTEE-DEVE_fr_98_0
334,20111213-0900-PLENARY-9_fr_146_1
335,20110524-1500-COMMITTEE-AFET_fr_151_1
336,20090325-0900-PLENARY-10_fr_79_1
337,20140319-0900-COMMITTEE-LIBE_fr_318_0
338,20100114-1600-SPECIAL-UNKN_fr_2_0
339,20180412-0900-COMMITTEE-ENVI_fr_171_0
340,20130312-0900-PLENARY-10_fr_29_0
341,20120911-0900-PLENARY-4_fr_20_0
342,20130123-0942-COMMITTEE-JURI_fr_130_1
343,20181115-0930-SPECIAL-STOA_fr_132_1
344,20120206-1500-COMMITTEE-IMCO_fr_229_1
345,20120419-0900-PLENARY-9_fr_1_0
346,20151012-1500-COMMITTEE-ITRE_fr_277_0
347,20180711-0900-COMMITTEE-CULT_fr_281_1
348,20111116-0900-PLENARY-10_fr_17_0
349,20161205-1500-COMMITTEE-LIBE_fr_28_0
350,20131009-0900-PLENARY-17_fr_226_1
351,20160623-0900-PLENARY-7_fr_17_0
352,20120508-1500-COMMITTEE-ITRE_fr_137_0
353,20130208-1600-SPECIAL-EUROSCOLA_fr_88_0
354,20130219-0900-COMMITTEE-ENVI_fr_276_0
355,20151014-0900-PLENARY-9_fr_120_2
356,20121119-0900-PLENARY-10_fr_40_0
357,20151201-0900-COMMITTEE-AGRI_fr_165_0
358,20170425-1500-COMMITTEE-BUDG_fr_293_2
359,20131211-0900-PLENARY-4_fr_312_1
360,20130320-0900-COMMITTEE-INTA_fr_193_1
361,20200121-1500-COMMITTEE-INTA_fr_63_1
362,20100428-0900-COMMITTEE-LIBE_fr_256_1
363,20090424-0900-PLENARY-7_fr_48_1
364,20090505-0900-PLENARY-3_fr_162_0
365,20200928-1345-COMMITTEE-SEDE_fr_161_1
366,20111129-1400-COMMITTEE-AFET_fr_65_0
367,20120124-0900-COMMITTEE-AFET_fr_305_1
368,20170228-0900-COMMITTEE-INTA_fr_15_0
369,20150416-1600-SPECIAL-UNKN_fr_10_1
370,20160412-1110-SPECIAL-UNKN_fr_21_1
371,20101130-0900-COMMITTEE-SEDE_fr_245_1
372,20160419-1400-COMMITTEE-ECON_fr_186_1
373,20191218-0900-PLENARY_fr_343_1
374,20161208-1000-SPECIAL-UNKN_fr_120_0
375,20120911-0900-PLENARY-21_fr_118_1
376,20130123-1500-COMMITTEE-EMPL_fr_97_0
377,20200625-1400-SPECIAL-DELEGATIONS_fr_32_2
378,20101130-1500-COMMITTEE-AFET_fr_163_1
379,20100115-1031-SPECIAL_fr_282_1
380,20161208-1600-SPECIAL-UNKN_fr_153_1
381,20100120-0900-PLENARY-10_fr_33_1
382,20120618-1500-COMMITTEE-ITRE_fr_185_1
383,20171204-1500-COMMITTEE-INTA_fr_125_1
384,20161109-0900-COMMITTEE-INTA_fr_102_1
385,20150212-0930-SPECIAL_fr_129_0
386,20140114-1500-COMMITTEE-ECON_fr_31_0
387,20190404-0900-PLENARY_fr_93_0
388,20110127-1430-SPECIAL-UNKN_fr_99_0
389,20170125-1700-SPECIAL_fr_66_0
390,20170308-0930-SPECIAL-UNKN_fr_152_1
391,20150520-0900-PLENARY-14_fr_52_0
392,20170620-0900-SPECIAL-UNKN2_fr_337_0
393,20141211-1000-COMMITTEE-AFET_fr_171_0
394,20110315-1500-COMMITTEE-AGRI_fr_65_1
395,20111219-1500-COMMITTEE-ENVI_fr_245_0
396,20091201-1500-COMMITTEE-AFET_fr_252_0
397,20101026-0900-COMMITTEE-IMCO_fr_96_0
398,20101202-0900-COMMITTEE-AFET_fr_122_0
399,20110228-1500-COMMITTEE-CONT_fr_280_0
400,20170126-0900-COMMITTEE-PECH_fr_18_0
401,20161013-1500-SPECIAL-UNKN_fr_35_1
402,20151209-0900-SPECIAL_fr_114_1
403,20150331-1500-COMMITTEE-ECON_fr_61_0
404,20150423-1500-COMMITTEE-IMCO_fr_47_2
405,20160713-0900-COMMITTEE-AGRI_fr_113_1
406,20120711-1500-COMMITTEE-REGI_fr_306_1
407,20090331-0900-COMMITTEE-ECON_fr_93_0
408,20120924-1440-COMMITTEE-STOA_fr_224_1
409,20160225-0900-PLENARY-3_fr_93_0
410,20160426-0900-COMMITTEE-EMPL_fr_105_1
411,20120530-1500-COMMITTEE-EMPL_fr_43_1
412,20120319-1500-COMMITTEE-IMCO_fr_293_1
413,20140311-0900-PLENARY-10_fr_150_0
414,20131125-1500-COMMITTEE-PETI_fr_205_1
415,20151015-1500-COMMITTEE-CONT_fr_237_0
416,20170124-1500-COMMITTEE-PETI_fr_341_1
417,20191204-1430-COMMITTEE-AGRI_fr_208_0
418,20140930-1500-COMMITTEE-HEARING2014DA3_fr_150_1
419,20091105-0900-COMMITTEE-ENVI_fr_135_0
420,20170124-1500-COMMITTEE-PETI_fr_263_1
421,20160520-1100-SPECIAL_fr_25_0
422,20180424-1430-COMMITTEE-DEVE_fr_52_0
423,20200218-1430-COMMITTEE-DROI_fr_100_0
424,20160218-0900-COMMITTEE-BUDG_fr_3_1
425,20171121-1500-COMMITTEE-AFET_fr_242_1
426,20150520-1000-SPECIAL-UNKN_fr_53_0
427,20170323-0900-COMMITTEE-TRAN_fr_150_0
428,20121106-0900-COMMITTEE-PETI_fr_94_0
429,20171121-1500-COMMITTEE-DEVE_fr_178_0
430,20091110-1700-COMMITTEE-ITRE_fr_266_1
431,20151216-0900-PLENARY-16_fr_124_0
432,20090212-0915-SPECIAL_fr_216_0
433,20150528-1500-COMMITTEE-TRAN_fr_221_0
434,20200611-0900-COMMITTEE-CONT_fr_10_1
435,20200219-1400-SPECIAL-OTHER_fr_66_1
436,20200508-1000-COMMITTEE-ITRE_fr_84_0
437,20190220-1000-COMMITTEE-ECON_fr_28_0
438,20120228-0900-COMMITTEE-DROI_fr_185_1
439,20091215-0900-PLENARY-10_fr_62_0
440,20181119-1500-COMMITTEE-DEVE_fr_213_0
441,20120126-0900-COMMITTEE-CONT_fr_93_0
442,20171121-1000-COMMITTEE-JURI_fr_53_0
443,20150922-1500-COMMITTEE-DROI_fr_173_1
444,20120419-0900-PLENARY-8_fr_7_0
445,20160926-1500-COMMITTEE-LIBE_fr_98_0
446,20150504-1500-COMMITTEE-REGI_fr_137_1
447,20130703-0900-PLENARY-5_fr_32_1
448,20110316-0900-COMMITTEE-BUDG_fr_18_1
449,20190416-0900-PLENARY_fr_1328_1
450,20190402-1430-COMMITTEE-PETI_fr_28_0
451,20090901-1500-COMMITTEE-TRAN_fr_174_0
452,20160203-0900-PLENARY-9_fr_22_0
453,20121217-1530-COMMITTEE-DEVE_fr_21_0
454,20121010-0900-COMMITTEE-REGI_fr_263_0
455,20161012-1500-COMMITTEE-EMPL_fr_73_1
456,20130528-1530-COMMITTEE-INTA_fr_278_0
457,20130315-1000-SPECIAL-UNKN_fr_291_0
458,20140121-1500-COMMITTEE-LIBE_fr_85_0
459,20130218-1530-COMMITTEE-ECON_fr_23_0
460,20130416-1230-SPECIAL-UNKN_fr_53_1
461,20180314-0900-PLENARY-13_fr_109_1
462,20111115-0900-PLENARY-15_fr_43_1
463,20141007-1000-COMMITTEE-HEARING2014JK_fr_60_0
464,20170710-1500-COMMITTEE-PETI_fr_150_1
465,20170125-0900-COMMITTEE-IMCO_fr_50_0
466,20130321-0900-COMMITTEE-PECH_fr_96_1
467,20160713-0900-COMMITTEE-DROI_fr_220_1
468,20100622-1500-COMMITTEE-ECON_fr_170_1
469,20150909-1400-SPECIAL-UNKN_fr_24_1
470,20180530-0900-PLENARY-23_fr_67_0
471,20120508-1831-COMMITTEE-AGRI_fr_0_0
472,20200203-1500-COMMITTEE-ENVI_fr_226_0
473,20161128-1500-COMMITTEE-INTA_fr_45_0
474,20100127-0900-COMMITTEE-ITRE_fr_169_1
475,20160704-0900-PLENARY-13_fr_26_1
476,20160510-0900-PLENARY-17_fr_84_0
477,20201110-1645-COMMITTEE-LIBE-1_fr_93_1
478,20150430-0900-PLENARY-16_fr_48_0
479,20150629-1500-COMMITTEE-IMCO_fr_31_0
480,20120508-1500-COMMITTEE-TRAN_fr_149_1
481,20140318-1500-COMMITTEE-ECON_fr_246_0
482,20101111-1430-COMMITTEE-ITRE_fr_128_1
483,20150506-1500-COMMITTEE-BUDG_fr_118_1
484,20170504-0900-COMMITTEE-JURI_fr_265_2
485,20110525-1500-COMMITTEE-CRIS_fr_102_1
486,20190925-0900-COMMITTEE-CONT_fr_243_1
487,20090213-0930-SPECIAL-AP1_fr_335_1
488,20111003-1500-COMMITTEE-ENVI_fr_257_1
489,20130925-0900-COMMITTEE-ITRE_fr_303_1
490,20170504-0900-COMMITTEE-INTA_fr_316_1
491,20190116-1430-SPECIAL-PRESSER_fr_17_1
492,20111205-1500-COMMITTEE-SEDE_fr_68_0
493,20150126-1500-COMMITTEE-ITRE_fr_168_0
494,20170511-1000-COMMITTEE-FEMM-INTA_fr_157_1
495,20130307-1000-COMMITTEE-DROI_fr_160_0
496,20110323-0900-PLENARY-19_fr_44_0
497,20170830-0900-COMMITTEE-DEVE_fr_299_1
498,20191002-1430-COMMITTEE-PECH_fr_89_1
499,20201119-0900-COMMITTEE-ECON_fr_40_0
500,20171109-0900-COMMITTEE-TRAN_fr_108_1
501,20110125-1500-COMMITTEE-INTA_fr_236_0
502,20111123-0900-COMMITTEE-TRAN_fr_55_1
503,20111122-0900-COMMITTEE-ENVI_fr_10_0
504,20180903-1500-COMMITTEE-IMCO_fr_161_1
505,20161011-1500-COMMITTEE-AFET_fr_200_0
