,fileid
57,20181121-0900-COMMITTEE-AFET_fr_336_0
58,20111003-1500-COMMITTEE-CONT_fr_6_0
59,20201028-1345-COMMITTEE-TRAN_fr_21_1
60,20170425-1500-COMMITTEE-PECH_fr_91_1
61,20180524-1600-SPECIAL_fr_198_1
62,20100427-0900-COMMITTEE-PETI_fr_45_1
63,20120924-1440-COMMITTEE-STOA_fr_22_0
64,20130204-1915-COMMITTEE-AFCO_fr_106_1
65,20171019-0900-COMMITTEE-CULT_fr_108_1
66,20110405-0940-SPECIAL-UNKN_fr_50_0
67,20160126-1500-SPECIAL-UNKN_fr_206_0
68,20110419-1500-COMMITTEE-AFET_fr_110_1
69,20100525-1400-SPECIAL_fr_178_0
70,20150916-0900-PLENARY-9_fr_93_0
71,20160122-1600-SPECIAL-UNKN_fr_169_1
72,20140318-1500-SPECIAL-UNKN_fr_251_0
73,20121008-1500-COMMITTEE-ECON_fr_209_1
74,20100713-1500-COMMITTEE-CULT_fr_178_1
75,20180626-1400-SPECIAL-CONFERENCE_fr_265_0
76,20110713-1500-COMMITTEE-CULT_fr_314_0
77,20121128-0900-COMMITTEE-EMPL_fr_35_1
78,20130709-0900-COMMITTEE-PETI_fr_24_2
79,20100714-0900-COMMITTEE-FEMM_fr_167_0
80,20181010-1430-COMMITTEE-FEMM_fr_177_2
81,20170621-1430-SPECIAL-UNKN_fr_93_0
82,20130917-1500-COMMITTEE-TRAN_fr_59_0
83,20160303-1000-COMMITTEE-UNKN_fr_15_0
84,20130708-1500-COMMITTEE-TRAN_fr_52_0
85,20180322-0900-COMMITTEE-IMCO_fr_315_0
86,20200526-1000-COMMITTEE-AGRI_fr_128_0
87,20171011-0900-COMMITTEE-AFCO_fr_36_0
88,20140120-1500-COMMITTEE-CONT_fr_270_1
89,20110713-1500-COMMITTEE-ENVI_fr_153_1
90,20120425-1500-COMMITTEE-IMCO_fr_219_0
91,20191211-0900-PLENARY_fr_99_0
92,20130930-1500-COMMITTEE-LIBE_fr_277_0
93,20100713-1500-COMMITTEE-LIBE_fr_145_1
94,20190211-0900-PLENARY_fr_269_0
95,20131105-0900-COMMITTEE-CULT_fr_12_1
96,20131209-0900-PLENARY-20_fr_22_0
97,20131023-0900-PLENARY-4_fr_3_1
98,20130529-0900-COMMITTEE-PECH_fr_135_0
99,20100208-0900-PLENARY-7_fr_62_1
100,20130321-0900-COMMITTEE-ENVI_fr_213_1
101,20110328-1500-COMMITTEE-CRIS_fr_206_1
102,20110118-0900-PLENARY-13_fr_75_1
103,20110201-1130-SPECIAL_fr_11_0
104,20100127-0900-COMMITTEE-AGRI_fr_308_1
105,20150715-1500-COMMITTEE-PECH_fr_89_0
106,20191023-0900-PLENARY_fr_728_0
107,20101125-0900-PLENARY-8_fr_51_0
108,20111004-0900-COMMITTEE-DEVE_fr_120_0
109,20150226-1000-SPECIAL-UNKN_fr_79_1
110,20120327-1100-COMMITTEE-AFET_fr_39_0
111,20190212-0900-PLENARY_fr_1617_1
112,20170516-1600-SPECIAL-UNKN_fr_46_0
113,20130220-1500-COMMITTEE-ENVI_fr_73_0
114,20111123-1500-COMMITTEE-REGI_fr_206_0
115,20131011-1600-SPECIAL-UNKN_fr_134_1
116,20140903-1500-COMMITTEE-BUDG_fr_32_0
117,20120509-0900-PLENARY-13_fr_103_0
118,20120320-1500-COMMITTEE-ENVI_fr_87_0
119,20200217-1600-COMMITTEE-EMPL_fr_150_0
120,20150623-1500-COMMITTEE-IMCO_fr_18_0
121,20120214-0900-PLENARY-13_fr_46_1
122,20150225-0900-PLENARY-7_fr_90_0
123,20120924-1500-COMMITTEE-ITRE_fr_8_1
124,20180111-0830-COMMITTEE-LIBE_fr_68_1
125,20181010-1500-SPECIAL-OTHER_fr_134_0
126,20191219-1000-SPECIAL-DELEGATIONS_fr_15_0
127,20150909-0900-PLENARY-3_fr_2_0
128,20150623-0900-COMMITTEE-EMPL_fr_51_0
129,20161013-0900-COMMITTEE-CONT_fr_106_0
130,20170405-0900-SPECIAL_fr_280_1
131,20100520-0900-PLENARY-3_fr_55_0
132,20120709-1500-COMMITTEE-AGRI_fr_139_0
133,20160311-1600-SPECIAL-UNKN_fr_121_1
134,20140925-0900-COMMITTEE-IMCO_fr_118_0
135,20180601-1430-SPECIAL-UNKN_fr_136_0
136,20100317-1500-COMMITTEE-DEVE_fr_272_1
137,20091130-1500-COMMITTEE-CULT_fr_87_1
138,20151110-0900-COMMITTEE-CONT_fr_203_0
139,20121217-1530-COMMITTEE-ENVI_fr_359_0
140,20120125-0900-COMMITTEE_fr_15_0
141,20191023-0900-PLENARY_fr_964_0
142,20140115-0900-PLENARY-3_fr_241_0
143,20141202-1500-COMMITTEE-AFET_fr_29_0
144,20121105-1500-COMMITTEE-DEVE_fr_73_0
145,20180116-0900-PLENARY-16_fr_91_0
146,20150715-1500-COMMITTEE-ENVI_fr_175_1
147,20120924-1500-COMMITTEE-IMCO_fr_24_1
148,20120301-1500-COMMITTEE-JURI_fr_144_0
149,20170228-0900-COMMITTEE-ENVI_fr_74_0
150,20131211-0900-PLENARY-15_fr_48_0
151,20191205-1000-COMMITTEE-FEMM_fr_76_0
152,20160404-1500-COMMITTEE-INTA_fr_119_1
153,20091215-0900-PLENARY-10_fr_62_0
154,20091006-1500-COMMITTEE-AFCO_fr_275_0
155,20130527-1500-COMMITTEE-SEDE_fr_123_1
156,20100223-1500-COMMITTEE-CONT_fr_52_0
157,20151116-1100-SPECIAL-UNKN_fr_68_1
158,20140922-1500-COMMITTEE-PECH_fr_213_0
159,20161129-1500-COMMITTEE-JURI_fr_4_1
160,20131017-0900-COMMITTEE-CULT_fr_102_0
161,20140916-0900-PLENARY-17_fr_132_1
162,20111011-0900-COMMITTEE-TRAN_fr_103_1
163,20150914-1500-COMMITTEE-JURI_fr_5_2
164,20101014-0900-SPECIAL-AFET_fr_144_1
165,20180619-0930-COMMITTEE-TERR_fr_34_1
166,20151215-0900-PLENARY-5_fr_47_0
167,20130318-1500-COMMITTEE-JURI_fr_185_1
168,20131104-1500-COMMITTEE-AGRI_fr_73_1
169,20090120-1500-COMMITTEE-CONT_fr_140_1
170,20130416-0900-PLENARY-8_fr_110_1
171,20150519-0900-PLENARY-14_fr_9_1
172,20171025-0900-PLENARY-18_fr_105_1
173,20110913-0900-PLENARY-13_fr_149_1
174,20120521-2100-COMMITTEE-CRIM_fr_75_1
175,20100115-0900-SPECIAL_fr_213_0
176,20131127-0900-COMMITTEE-IMCO_fr_292_1
177,20160908-1400-COMMITTEE-LIBE_fr_135_0
178,20180412-0900-COMMITTEE-LIBE_fr_88_1
179,20101111-1300-SPECIAL_fr_48_1
180,20171204-1500-COMMITTEE-TRAN_fr_161_0
181,20150423-0900-COMMITTEE-IMCO_fr_229_0
182,20151007-0900-PLENARY-19_fr_68_1
183,20150324-0930-COMMITTEE-IMCO_fr_154_0
184,20140401-0900-COMMITTEE-LIBE_fr_139_0
185,20200901-0900-COMMITTEE-AFCO_fr_33_0
186,20171010-1500-COMMITTEE-CULT-EMPL_fr_95_1
187,20130419-1000-SPECIAL-UNKN_fr_76_1
188,20141111-0900-COMMITTEE-LIBE_fr_219_0
189,20091104-1500-COMMITTEE-AFET_fr_301_0
190,20100927-1500-COMMITTEE-TRAN_fr_55_1
191,20121129-1030-COMMITTEE-DROI_fr_225_0
192,20200212-0900-PLENARY_fr_1092_1
193,20131007-0900-PLENARY-18_fr_15_1
194,20120206-1500-COMMITTEE-ITRE_fr_55_0
195,20150311-0800-COMMITTEE-AFET_fr_74_1
196,20100623-0900-COMMITTEE-INTA_fr_2_1
197,20130522-0900-PLENARY-9_fr_53_1
198,20170711-0900-COMMITTEE-ENVI_fr_41_0
199,20100622-1500-COMMITTEE-ECON_fr_109_1
200,20151207-1500-COMMITTEE-PECH_fr_11_0
201,20180524-1230-SPECIAL-UNKN_fr_23_0
202,20130703-0900-PLENARY-18_fr_65_0
203,20150505-0900-COMMITTEE-AGRI_fr_241_1
204,20140402-0930-SPECIAL-EE14_fr_282_0
205,20110316-1500-COMMITTEE-AFET_fr_66_0
206,20091005-1500-COMMITTEE-BUDG_fr_199_1
207,20181009-1430-COMMITTEE-DEVE_fr_19_1
208,20161129-1500-COMMITTEE-ENVI_fr_13_2
209,20150610-1400-SPECIAL_fr_44_0
210,20171113-1900-COMMITTEE-CONT_fr_31_0
211,20100625-1100-SPECIAL_fr_26_1
212,20170410-1500-COMMITTEE-ENVI_fr_200_1
213,20160926-1500-COMMITTEE-SEDE_fr_278_0
214,20110125-0900-COMMITTEE-DEVE_fr_271_1
215,20090421-0900-PLENARY-12_fr_61_0
216,20120712-1500-COMMITTEE-PETI_fr_45_0
217,20180424-0900-COMMITTEE-TERR_fr_22_1
218,20140925-0900-COMMITTEE-BUDG_fr_102_0
219,20150520-1000-SPECIAL-UNKN_fr_53_0
220,20180516-0900-COMMITTEE-AGRI_fr_24_0
221,20111110-0900-COMMITTEE-CULT_fr_125_0
222,20100420-0900-PLENARY-4_fr_200_0
223,20160901-0900-COMMITTEE-ECON_fr_112_1
224,20111201-0900-PLENARY-5_fr_66_0
225,20151203-0900-COMMITTEE-AFET-SEDE_fr_105_0
226,20180516-1430-COMMITTEE-BUDG-CONT-LIBE_fr_194_0
227,20171207-0945-COMMITTEE-JURI_fr_73_1
228,20090831-1500-COMMITTEE-DROI_fr_85_0
229,20110713-0900-COMMITTEE-LIBE_fr_25_1
230,20160913-0900-PLENARY-22_fr_23_1
231,20131211-0900-PLENARY-14_fr_33_1
232,20151125-0900-PLENARY-21_fr_48_1
233,20110125-0900-COMMITTEE-PECH_fr_41_0
234,20150513-1015-SPECIAL-UNKN_fr_79_1
235,20120917-1500-COMMITTEE-EMPL_fr_35_0
236,20171127-1500-COMMITTEE-CONT_fr_35_0
237,20150616-0900-COMMITTEE-CULT_fr_225_0
238,20091111-0900-PLENARY-19_fr_13_1
239,20150915-0900-COMMITTEE-AFET-DROI-LIBE_fr_369_0
240,20120620-1500-COMMITTEE-IMCO_fr_163_0
241,20150114-0900-PLENARY-12_fr_29_1
242,20181121-1500-COMMITTEE-BUDG_fr_109_1
243,20141007-1000-COMMITTEE-HEARING2014JK_fr_79_1
244,20181113-1430-SPECIAL-CONFERENCE_fr_269_0
245,20180705-0900-PLENARY-3_fr_29_0
246,20180124-0900-COMMITTEE-JURI_fr_33_1
247,20140212-0900-COMMITTEE-FEMM_fr_73_0
248,20150714-0900-COMMITTEE-TRAN_fr_57_0
249,20120704-0900-PLENARY-3_fr_120_2
250,20160926-1500-COMMITTEE-AGRI_fr_122_0
251,20200128-1500-SPECIAL-OTHER_fr_171_1
252,20171012-0900-SPECIAL-UNKN2_fr_101_1
253,20090916-0900-PLENARY-12_fr_69_1
254,20170323-0900-COMMITTEE-PECH_fr_252_1
255,20190115-0900-PLENARY_fr_591_0
256,20111220-1500-COMMITTEE-INTA_fr_278_0
257,20180426-0900-SPECIAL-TAX3-OMEE_fr_157_1
258,20150519-0900-PLENARY-11_fr_80_1
259,20141202-0900-SPECIAL-UNKN_fr_33_0
260,20130320-0900-COMMITTEE-PECH_fr_229_0
261,20100610-1115-COMMITTEE-AFET-DEVE_fr_135_0
262,20100628-1500-COMMITTEE-AGRI_fr_239_1
263,20180221-0900-COMMITTEE-PETI_fr_53_0
264,20171011-1430-COMMITTEE-IMCO_fr_103_1
265,20110317-0900-COMMITTEE-ENVI_fr_60_0
266,20171019-0900-COMMITTEE-ECON_fr_36_1
267,20161129-1500-COMMITTEE-FEMM_fr_40_0
268,20130123-0900-COMMITTEE-ENVI_fr_195_0
269,20160301-1530-SPECIAL-UNKN_fr_43_1
270,20180425-1515-SPECIAL_fr_199_1
271,20180119-1000-SPECIAL-UNKN_fr_162_1
272,20130911-0900-PLENARY-11_fr_28_1
273,20130710-0900-COMMITTEE-REGI_fr_153_1
274,20130219-1500-COMMITTEE-CRIM_fr_23_1
275,20121114-1430-SPECIAL-UNKN_fr_179_1
276,20100412-1500-COMMITTEE-ECON_fr_35_1
277,20180702-1900-COMMITTEE-ECON_fr_3_1
278,20180124-1100-COMMITTEE-DEVE-INTA_fr_68_1
279,20090211-0900-COMMITTEE-EMPL_fr_164_0
280,20130220-1230-COMMITTEE-ENVI_fr_2_0
281,20100120-0900-PLENARY-10_fr_250_1
282,20140207-1600-SPECIAL-UNKN_fr_52_0
283,20171207-1500-COMMITTEE-CONT_fr_260_0
284,20170622-0900-COMMITTEE-LIBE_fr_295_1
285,20170621-1500-COMMITTEE-PANA_fr_6_0
286,20150129-1000-SPECIAL-UNKN_fr_12_0
287,20130207-0900-PLENARY-10_fr_13_1
288,20161013-1500-SPECIAL-UNKN_fr_269_0
289,20150226-1500-COMMITTEE-FEMM_fr_106_0
290,20120703-0900-PLENARY-10_fr_113_0
291,20110124-1500-COMMITTEE-CONT_fr_18_1
292,20100223-0900-COMMITTEE-IMCO_fr_188_1
293,20170411-1500-COMMITTEE-AFCO_fr_24_0
294,20130527-1500-COMMITTEE-ECON_fr_265_0
295,20100120-1230-SPECIAL_fr_37_1
296,20141204-1500-COMMITTEE-ITRE_fr_140_1
297,20171121-1500-COMMITTEE-DEVE_fr_142_1
298,20120123-1500-COMMITTEE-ECON_fr_43_1
299,20100531-1500-COMMITTEE-PETI_fr_236_0
300,20121122-0900-PLENARY-7_fr_60_1
301,20130710-0900-COMMITTEE-CRIM_fr_155_1
302,20160520-1200-SPECIAL-UNKN2_fr_61_1
303,20110316-0900-COMMITTEE-ENVI_fr_202_1
304,20110831-0900-COMMITTEE-LIBE_fr_274_1
305,20111122-0900-COMMITTEE-JURI_fr_0_0
306,20121218-1145-SPECIAL_fr_77_0
307,20170516-0900-PLENARY-18_fr_67_0
308,20180321-0900-COMMITTEE-AFCO_fr_24_1
309,20181113-1130-SPECIAL-PRESSER_fr_9_0
310,20191112-1530-COMMITTEE-DROI_fr_149_1
311,20140325-1500-COMMITTEE-DEVE_fr_167_1
312,20100408-0900-COMMITTEE-BUDG_fr_34_0
313,20100907-1430-SPECIAL_fr_14_1
314,20190116-0830-SPECIAL-OTHER_fr_55_0
315,20100602-1500-COMMITTEE-AFCO_fr_164_0
316,20121015-1000-SPECIAL_fr_265_0
317,20111205-1500-COMMITTEE-EMPL_fr_49_0
318,20131022-0900-PLENARY-8_fr_57_1
319,20151109-1500-COMMITTEE-CONT_fr_89_0
320,20201019-0900-PLENARY_fr_107_0
321,20170504-0900-COMMITTEE-DROI_fr_237_0
322,20160118-1900-COMMITTEE-LIBE_fr_22_1
323,20100223-1500-COMMITTEE-PETI_fr_141_0
324,20110620-1500-COMMITTEE-JURI_fr_175_1
325,20090216-1500-COMMITTEE-TRAN_fr_220_1
326,20180618-1545-COMMITTEE-IMCO_fr_180_0
327,20200625-1345-COMMITTEE-CONT_fr_13_1
328,20200625-1345-COMMITTEE-SEDE_fr_94_0
329,20130312-1430-SPECIAL-UNKN_fr_4_1
330,20090720-1500-COMMITTEE-DEVE_fr_17_1
331,20171107-1415-SPECIAL-UNKN_fr_434_0
332,20111020-1500-COMMITTEE-LIBE_fr_231_1
333,20191204-1430-COMMITTEE-AFCO_fr_254_1
334,20130911-0900-PLENARY-15_fr_79_1
335,20180610-1100-SPECIAL_fr_42_1
336,20180913-0930-SPECIAL-STOA-O_fr_102_1
337,20100622-0900-COMMITTEE-LIBE_fr_239_1
338,20111027-0900-PLENARY-3_fr_184_1
339,20171129-0900-PLENARY-13_fr_159_1
340,20171011-1430-COMMITTEE-TRAN_fr_160_0
341,20100128-0900-COMMITTEE-PECH_fr_48_0
342,20200616-0900-COMMITTEE-ENVI_fr_66_0
343,20201026-1130-COMMITTEE-INGE_fr_70_1
344,20100624-0900-COMMITTEE-DROI_fr_175_0
345,20190221-0900-COMMITTEE-PETI_fr_104_0
346,20180528-0900-PLENARY-28_fr_30_1
347,20150608-0900-PLENARY-10_fr_95_1
348,20190403-0900-PLENARY_fr_167_0
349,20170621-1530-SPECIAL-UNKN_fr_134_0
350,20121010-1500-COMMITTEE-LIBE_fr_80_1
351,20100316-1400-SPECIAL_fr_13_0
352,20120412-0911-SPECIAL_fr_259_0
353,20101201-0900-COMMITTEE-INTA_fr_71_0
354,20130218-1530-COMMITTEE-ECON_fr_110_0
355,20121015-0845-SPECIAL_fr_20_0
356,20130206-0900-PLENARY-10_fr_32_0
357,20200528-0900-COMMITTEE-ENVI_fr_215_0
358,20181008-1615-COMMITTEE-PETI_fr_8_0
359,20150708-1730-SPECIAL-UNKN_fr_6_1
360,20100112-1801-SPECIAL-UNKN_fr_296_1
361,20130206-0900-PLENARY-12_fr_179_0
362,20180628-0900-COMMITTEE-BUDG_fr_75_0
363,20130425-0900-COMMITTEE-JURI_fr_74_1
364,20110201-1500-COMMITTEE-ECON_fr_131_0
365,20110928-0900-PLENARY-8_fr_91_1
366,20121106-0900-COMMITTEE-INTA_fr_216_1
367,20140902-0900-COMMITTEE-ITRE_fr_229_1
368,20090211-0900-COMMITTEE-IMCO_fr_49_1
369,20150211-0900-PLENARY-3_fr_76_1
370,20130131-1030-COMMITTEE-AFET-DEVE_fr_51_0
371,20140319-0900-COMMITTEE-PETI_fr_317_0
372,20180322-0930-COMMITTEE-TERR_fr_189_0
373,20160520-1430-SPECIAL-UNKN_fr_46_0
374,20181206-1600-SPECIAL-EUROSCOLA_fr_132_0
375,20151006-1010-SPECIAL-UNKN_fr_23_1
376,20111024-0900-PLENARY-12_fr_141_0
377,20131118-0900-PLENARY-12_fr_55_0
378,20190313-0900-PLENARY_fr_513_1
379,20170621-1530-SPECIAL-UNKN2_fr_77_0
380,20170119-0930-SPECIAL-UNKN_fr_94_1
381,20130606-0900-COMMITTEE-AFET_fr_90_0
382,20150623-1500-COMMITTEE-EMPL-ECON_fr_79_1
383,20110413-0900-COMMITTEE-BUDG_fr_142_1
384,20111115-0900-PLENARY-10_fr_154_1
385,20101025-1500-COMMITTEE-CONT_fr_77_1
386,20190925-1030-COMMITTEE-SEDE_fr_152_0
387,20130709-0900-COMMITTEE-ITRE_fr_178_1
388,20130618-1500-COMMITTEE-AFET_fr_3_1
389,20121008-1500-COMMITTEE-DEVE_fr_102_1
390,20110216-0900-PLENARY-9_fr_84_0
391,20150714-0900-COMMITTEE-TRAN_fr_185_1
392,20100628-1500-COMMITTEE-ECON_fr_2_1
393,20190321-0930-COMMITTEE-ENVI_fr_25_1
394,20191204-1430-COMMITTEE-AFCO_fr_255_0
395,20181114-1130-SPECIAL-PRESSER_fr_27_0
396,20150121-0900-COMMITTEE-CONT_fr_189_0
397,20150507-1000-COMMITTEE-ITRE_fr_149_0
398,20101007-1500-COMMITTEE-BUDG_fr_47_0
399,20151005-0900-PLENARY-14_fr_60_1
400,20111004-0900-COMMITTEE-PETI_fr_239_0
401,20111006-0900-COMMITTEE-REGI_fr_136_0
402,20150311-0900-PLENARY-10_fr_32_1
403,20120712-1500-COMMITTEE-PETI_fr_161_0
404,20200612-0900-COMMITTEE-PECH_fr_128_1
405,20120320-1500-COMMITTEE-PECH_fr_263_0
406,20100531-1400-SPECIAL_fr_69_1
407,20150615-1500-COMMITTEE-ECON_fr_319_0
408,20150210-0900-PLENARY-18_fr_42_2
409,20201006-0900-PLENARY_fr_174_0
410,20130603-1530-COMMITTEE-SEDE_fr_36_0
411,20120710-1500-COMMITTEE-DEVE_fr_110_0
412,20161201-1400-SPECIAL-UNKN_fr_142_1
413,20110614-1500-COMMITTEE-ECON_fr_65_0
414,20091110-1030-COMMITTEE-AGRI_fr_207_0
415,20160711-1500-COMMITTEE-JURI_fr_103_0
416,20180829-0900-COMMITTEE-INTA_fr_247_1
417,20151210-0900-COMMITTEE-BUDG_fr_99_1
418,20120619-1500-COMMITTEE-ECON_fr_15_0
419,20151112-1500-COMMITTEE-REGI_fr_36_0
420,20090901-1500-COMMITTEE-BUDG_fr_326_0
421,20121008-1500-COMMITTEE-ITRE_fr_59_0
422,20121206-0900-COMMITTEE-DEVE_fr_192_0
423,20190321-0900-COMMITTEE-CONT_fr_231_0
424,20101201-0900-COMMITTEE-REGI_fr_236_1
425,20091202-1500-COMMITTEE-ITRE_fr_170_1
426,20101026-0900-COMMITTEE-IMCO_fr_96_0
427,20190917-0900-PLENARY_fr_693_0
428,20110915-0900-PLENARY-7_fr_15_0
429,20120229-0900-COMMITTEE-AGRI_fr_131_1
430,20130926-0900-COMMITTEE-EMPL_fr_101_0
431,20160407-0900-COMMITTEE-TRAN_fr_67_1
432,20190904-1030-SPECIAL-EXTMEETING_fr_123_1
433,20100114-1030-SPECIAL_fr_209_1
434,20171011-0900-COMMITTEE-IMCO_fr_259_1
435,20131014-1500-COMMITTEE-ENVI_fr_320_0
436,20161010-1500-COMMITTEE-CULT_fr_230_1
437,20170215-1400-SPECIAL-UNKN_fr_7_2
438,20130618-0900-COMMITTEE-PETI_fr_199_1
439,20090324-0900-PLENARY-15_fr_12_0
440,20120917-1500-COMMITTEE-TRAN_fr_49_1
441,20170503-1500-COMMITTEE-AFET-SEDE_fr_101_0
442,20170315-0900-PLENARY-15_fr_21_1
443,20170619-1500-COMMITTEE-BUDG_fr_211_1
444,20160901-0900-COMMITTEE-ENVI_fr_131_0
445,20121126-1500-COMMITTEE-INTA_fr_127_0
446,20191009-0900-PLENARY_fr_858_0
447,20151126-0900-PLENARY-3_fr_147_2
448,20160418-1500-COMMITTEE-TAX2_fr_38_1
449,20101027-1500-COMMITTEE-TRAN_fr_345_0
450,20170123-1500-COMMITTEE-REGI_fr_175_1
451,20151112-0900-COMMITTEE-INTA_fr_333_1
452,20140715-0900-PLENARY-4_fr_172_0
453,20100111-1300-SPECIAL_fr_87_0
454,20170316-0900-PLENARY-4_fr_105_1
455,20090212-1355-SPECIAL_fr_300_0
456,20091130-1500-COMMITTEE-ENVI_fr_123_0
457,20171120-1500-COMMITTEE-ENVI-AGRI-ITRE-PETI_fr_217_0
458,20111208-0900-COMMITTEE-INTA_fr_122_1
459,20101123-1020-SPECIAL_fr_7_1
460,20170124-1500-COMMITTEE-INTA_fr_129_1
461,20121010-1330-SPECIAL-UNKN_fr_38_0
462,20101019-0900-PLENARY-11_fr_12_0
463,20180226-1500-COMMITTEE-TRAN_fr_168_0
464,20191114-1000-SPECIAL-EUROSCOLA_fr_89_0
465,20180220-0900-COMMITTEE-CONT_fr_176_1
466,20111109-1500-COMMITTEE-AFCO-LIBE_fr_239_1
467,20191205-0900-COMMITTEE-ITRE_fr_34_0
468,20190325-0900-PLENARY_fr_556_0
469,20140922-1500-COMMITTEE-ECON_fr_35_1
470,20150414-1500-COMMITTEE-IMCO_fr_159_1
471,20100223-1500-COMMITTEE-PECH_fr_6_0
472,20201027-1645-COMMITTEE-JURI_fr_132_0
473,20160119-0900-PLENARY-3_fr_60_0
474,20100713-1500-COMMITTEE-EMPL_fr_68_0
475,20110525-0900-COMMITTEE-PECH_fr_171_1
476,20150915-0900-COMMITTEE-AGRI_fr_227_1
477,20180425-1430-COMMITTEE-SEDE_fr_323_1
478,20091104-1500-COMMITTEE-AFET_fr_357_1
479,20110712-0900-COMMITTEE-DROI_fr_215_1
480,20140120-1500-COMMITTEE-DEVE_fr_332_1
481,20150915-0930-SPECIAL-UNKN_fr_26_0
482,20150714-1500-COMMITTEE-DEVE_fr_108_1
483,20110622-0900-PLENARY-13_fr_54_1
484,20191002-1430-SPECIAL-HEARING-4Q2_fr_22_0
485,20160420-1500-COMMITTEE-IMCO_fr_250_0
486,20100713-0900-COMMITTEE-CRIS_fr_119_1
487,20111020-0900-COMMITTEE-AFET_fr_37_1
488,20180327-1430-COMMITTEE-FEMM_fr_56_1
489,20161129-0900-COMMITTEE-REGI_fr_224_1
490,20160119-1110-SPECIAL-UNKN_fr_41_0
491,20110404-0900-PLENARY-10_fr_5_0
492,20141120-1600-SPECIAL-UNKN_fr_31_0
493,20110412-1500-COMMITTEE-CRIS_fr_89_1
494,20130218-1530-COMMITTEE-ECON_fr_191_1
495,20110405-0900-PLENARY-8_fr_65_0
496,20111219-1500-COMMITTEE-PECH_fr_225_1
497,20120704-0900-PLENARY-8_fr_164_0
498,20110510-1131-SPECIAL-UNKN_fr_72_0
499,20111005-0900-COMMITTEE-AFCO_fr_280_0
500,20130219-1700-SPECIAL-UNKN_fr_40_0
501,20111220-0900-COMMITTEE-PECH_fr_155_1
502,20110322-0900-COMMITTEE-REGI_fr_310_0
503,20170123-1500-COMMITTEE-LIBE_fr_266_0
504,20170530-0900-COMMITTEE-EMPL_fr_13_0
505,20110118-0900-PLENARY-4_fr_113_0
506,20170621-1500-COMMITTEE-DROI_fr_51_0
507,20190314-0930-SPECIAL-STOA_fr_101_0
