,fileid
168,20191127-0930-SPECIAL-STOA_en_36_1
169,20090930-0900-COMMITTEE-ENVI_en_4_1
170,20180205-0900-PLENARY-16_en_64_0
171,20160311-1600-SPECIAL-UNKN_en_159_0
172,20101026-1500-COMMITTEE-INTA_en_56_0
173,20170426-0900-PLENARY-16_en_208_1
174,20151006-1500-SPECIAL-UNKN2_en_40_1
175,20150915-1500-COMMITTEE-LIBE_en_257_0
176,20180829-0900-COMMITTEE-ECON_en_84_0
177,20130219-1500-COMMITTEE-AFET_en_23_0
178,20110308-0900-PLENARY-4_en_1_0
179,20180829-1430-COMMITTEE-DEVE_en_187_0
180,20111219-1500-COMMITTEE-REGI_en_245_1
181,20140311-1010-SPECIAL-UNKN_en_4_0
182,20110523-1500-COMMITTEE-PETI_en_85_2
183,20181122-0900-COMMITTEE-AFET_en_78_0
184,20120917-1500-COMMITTEE-AFCO_en_314_0
185,20121218-1500-COMMITTEE-LIBE_en_113_1
186,20180709-1500-COMMITTEE-FEMM_en_23_0
187,20151019-1500-COMMITTEE-JURI_en_250_1
188,20150903-0900-COMMITTEE-EMPL_en_34_1
189,20100427-1500-COMMITTEE-DEVE_en_167_1
190,20171128-1430-COMMITTEE-ITRE_en_107_1
191,20200616-0900-COMMITTEE-JURI_en_160_1
192,20130121-1500-COMMITTEE-LIBE_en_382_1
193,20101125-0900-PLENARY-3_en_162_0
194,20150224-1500-COMMITTEE-ENVI_en_345_0
195,20160217-1500-COMMITTEE-FEMM_en_212_1
196,20161124-1030-COMMITTEE-LIBE_en_5_0
197,20141007-0900-COMMITTEE-AGRI_en_323_1
198,20151210-0900-COMMITTEE-INTA_en_40_0
199,20200117-1600-SPECIAL-EUROSCOLA_en_164_1
200,20180227-1500-COMMITTEE-TRAN_en_204_1
201,20110210-0900-COMMITTEE-CONT_en_48_0
202,20151112-0900-COMMITTEE-FEMM_en_58_0
203,20170321-1500-COMMITTEE-AGRI_en_38_1
204,20170323-1045-COMMITTEE-EMPL_en_72_1
205,20191106-0900-COMMITTEE-IMCO_en_13_1
206,20170830-0900-COMMITTEE-INTA_en_191_0
207,20190110-0830-COMMITTEE-LIBE_en_86_1
208,20170302-1430-SPECIAL-UNKN_en_151_1
209,20190307-1400-SPECIAL-OTHER_en_222_0
210,20140319-0930-COMMITTEE-SEDE_en_235_0
211,20100414-1500-COMMITTEE-ECON_en_83_0
212,20180903-1500-COMMITTEE-REGI_en_31_0
213,20120322-1430-SPECIAL-UNKN_en_12_1
214,20170323-0900-COMMITTEE-ECON_en_80_0
215,20120704-0900-PLENARY-14_en_53_1
216,20150311-0800-COMMITTEE-AFET_en_46_1
217,20171128-0900-COMMITTEE-PETI_en_245_1
218,20100531-1500-COMMITTEE-PETI_en_261_1
219,20150917-0900-COMMITTEE-REGI_en_161_0
220,20131107-0930-SPECIAL-UNKN_en_252_1
221,20120424-0900-COMMITTEE-CONT_en_390_0
222,20110711-1500-COMMITTEE-ITRE_en_135_1
223,20130917-0900-COMMITTEE-DEVE_en_29_1
224,20180515-0900-COMMITTEE-EMPL_en_33_1
225,20171004-0900-PLENARY-15_en_147_1
226,20130320-0900-COMMITTEE-AFET_en_381_0
227,20140930-1800-COMMITTEE-HEARING2014MS_en_224_0
228,20150209-1900-COMMITTEE-AFET_en_187_0
229,20150605-1100-SPECIAL-UNKN_en_68_0
230,20160418-1500-COMMITTEE-ENVI_en_144_1
231,20190318-1500-COMMITTEE-AGRI_en_107_1
232,20160511-0900-PLENARY-16_en_124_1
233,20150421-0955-COMMITTEE-envi_en_90_1
234,20110831-0900-COMMITTEE-ECON_en_141_0
235,20150210-0900-PLENARY-9_en_59_0
236,20191121-0900-COMMITTEE-LIBE_en_240_0
237,20170125-0900-COMMITTEE-DROI_en_133_1
238,20200514-0900-PLENARY_en_271_1
239,20151210-0900-COMMITTEE-PECH_en_60_2
240,20141203-0900-COMMITTEE-AGRI_en_306_0
241,20170124-1500-COMMITTEE-LIBE_en_99_0
242,20200917-0900-PLENARY_en_266_1
243,20100506-1030-SPECIAL_en_0_1
244,20121217-1530-COMMITTEE-IMCO_en_139_0
245,20181121-1430-COMMITTEE-AGRI_en_281_0
246,20200218-1715-COMMITTEE-ECON_en_183_0
247,20120327-1500-COMMITTEE-AFET_en_142_0
248,20190116-0900-PLENARY_en_623_0
249,20100426-1500-COMMITTEE-CULT_en_187_0
250,20120229-0900-COMMITTEE-AGRI_en_88_1
251,20160928-0900-COMMITTEE-BUDG_en_31_0
252,20100317-0900-COMMITTEE-INTA_en_25_1
253,20100112-1031-SPECIAL_en_207_0
254,20151013-0900-COMMITTEE-LIBE_en_210_1
255,20120213-0900-PLENARY-16_en_127_1
256,20171010-0900-COMMITTEE-DEVE-FEMM_en_42_1
257,20110630-0900-COMMITTEE-ECON_en_106_2
258,20160714-0900-COMMITTEE-AGRI_en_134_1
259,20141007-0900-COMMITTEE-PETI_en_290_1
260,20130702-0900-PLENARY-18_en_23_0
261,20131104-1500-COMMITTEE-ENVI_en_38_0
262,20120214-0900-PLENARY-16_en_58_1
263,20190220-0900-COMMITTEE-PETI_en_103_0
264,20170711-0930-COMMITTEE-ECON_en_112_0
265,20180424-1530-COMMITTEE-INTA_en_252_0
266,20130504-1030-SPECIAL-UNKN_en_106_0
267,20150121-0900-COMMITTEE-ECON_en_190_1
268,20100211-0900-PLENARY-14_en_3_1
269,20100309-0900-PLENARY-8_en_66_0
270,20160412-1000-COMMITTEE-LIBE_en_17_1
271,20110322-0900-COMMITTEE-IMCO_en_132_0
272,20170626-1500-COMMITTEE-AFET_en_125_0
273,20120328-0900-PLENARY-18_en_16_0
274,20190919-0900-PLENARY_en_270_1
275,20100318-0900-COMMITTEE-SEDE_en_59_1
276,20170320-1500-COMMITTEE-IMCO-IMCO-ITRE_en_10_1
277,20110713-0900-COMMITTEE-PETI_en_270_1
278,20190930-1430-SPECIAL-HEARING-2Q2_en_276_1
279,20151201-0900-COMMITTEE-ITRE_en_114_0
280,20141001-1800-COMMITTEE-HEARING2014TN_en_65_1
281,20191204-1500-COMMITTEE-REGI_en_51_1
282,20111213-0900-PLENARY-5_en_269_1
283,20160225-1000-SPECIAL-UNKN_en_20_0
284,20160620-1500-SPECIAL-UNKN_en_295_0
285,20090902-1500-COMMITTEE-LIBE_en_118_1
286,20130530-0900-COMMITTEE-ITRE_en_11_1
287,20090211-1500-COMMITTEE-ECON_en_369_0
288,20130618-0900-COMMITTEE-CONT_en_163_2
289,20101202-0900-COMMITTEE-CULT_en_136_0
290,20180601-1030-SPECIAL-UNKN2_en_171_0
291,20151124-0900-PLENARY-12_en_53_0
292,20161019-1000-SPECIAL-UNKN_en_231_1
293,20190114-0900-PLENARY_en_164_0
294,20130618-1500-COMMITTEE-CONT-LIBE_en_115_0
295,20101025-1500-COMMITTEE-DROI_en_304_0
296,20120709-1500-COMMITTEE-CONT_en_294_1
297,20161123-1730-SPECIAL-UNKN_en_156_1
298,20110201-0900-COMMITTEE-LIBE_en_144_1
299,20151110-0900-COMMITTEE-ECON_en_311_1
300,20171016-1600-COMMITTEE-ENVI_en_173_1
301,20130422-1500-COMMITTEE-EMPL_en_37_1
302,20161024-1900-COMMITTEE-BUDG_en_203_1
303,20100126-1500-COMMITTEE-TRAN_en_155_0
304,20180320-0900-COMMITTEE-TRAN_en_4_0
305,20110621-0900-COMMITTEE-ECON_en_197_0
306,20090915-0900-PLENARY-10_en_380_1
307,20130528-1530-COMMITTEE-INTA_en_99_0
308,20120604-1730-COMMITTEE-AFET_en_77_0
309,20160524-0900-COMMITTEE-DEVE_en_108_1
310,20121213-0900-PLENARY-4_en_17_0
311,20190905-0900-COMMITTEE-ENVI_en_169_0
312,20100512-0900-COMMITTEE_en_35_0
313,20091125-0900-PLENARY-5_en_122_0
314,20120229-1500-COMMITTEE-AGRI_en_57_0
315,20130121-1500-COMMITTEE-AFCO_en_134_0
316,20090930-1400-COMMITTEE-CONT_en_279_1
317,20160705-0900-PLENARY-14_en_26_1
318,20111005-0900-COMMITTEE-BUDG_en_86_1
319,20180125-0900-COMMITTEE-ENVI_en_155_1
320,20200528-0900-COMMITTEE-CULT_en_5_1
321,20171012-1400-SPECIAL-UNKN_en_11_0
322,20100204-0900-COMMITTEE-DEVE_en_84_1
323,20121105-1500-COMMITTEE-TRAN-ITRE_en_19_0
324,20090330-1500-COMMITTEE-EMPL_en_108_0
325,20130227-1500-COMMITTEE-ENVI_en_156_1
326,20120228-1500-COMMITTEE-PECH_en_59_2
327,20111122-0900-COMMITTEE-IMCO_en_193_2
328,20150304-1500-SPECIAL-UNKN_en_234_1
329,20200218-1600-COMMITTEE-IMCO_en_253_1
330,20191105-0900-COMMITTEE-CULT_en_215_0
331,20160524-0900-COMMITTEE-ENVI_en_122_1
332,20150917-0900-COMMITTEE-REGI_en_32_0
333,20120514-1500-COMMITTEE-AFET_en_252_1
334,20151012-1500-COMMITTEE-DEVE_en_109_1
335,20150716-0900-COMMITTEE-ECON_en_220_0
336,20090930-0900-COMMITTEE-FEMM_en_160_1
337,20150113-0900-PLENARY-4_en_148_1
338,20160317-1000-COMMITTEE-INTA_en_110_1
339,20170710-1500-COMMITTEE-LIBE_en_212_1
340,20111006-0900-COMMITTEE-LIBE_en_251_0
341,20130522-0900-PLENARY-18_en_28_0
342,20191217-0900-PLENARY_en_815_1
343,20130220-1500-COMMITTEE-IMCO_en_78_1
344,20150908-0900-PLENARY-12_en_10_0
345,20180220-1430-COMMITTEE-ENVI_en_71_1
346,20130710-1500-COMMITTEE-FEMM_en_132_0
347,20160713-1230-COMMITTEE-ENVI_en_111_2
348,20100602-1500-COMMITTEE-AGRI_en_236_0
349,20160616-0900-COMMITTEE-LIBE_en_26_0
350,20100531-1500-COMMITTEE-PETI_en_184_0
351,20170124-1500-COMMITTEE-INTA_en_317_1
352,20110502-1500-COMMITTEE-DEVE_en_69_0
353,20200212-0900-PLENARY_en_719_1
354,20090225-1500-special_20090225-1500-SPECIAL_en_184_1
355,20110620-1500-COMMITTEE-AFET-FEMM-DEVE-DROI_en_70_1
356,20160616-0900-SPECIAL-EMIS-OMEE_en_202_0
357,20110216-0900-PLENARY-9_en_129_1
358,20170830-1500-COMMITTEE-EMPL_en_309_1
359,20130618-0900-COMMITTEE-IMCO_en_191_0
360,20150121-0900-COMMITTEE-IMCO_en_154_0
361,20120711-0900-COMMITTEE-CRIM_en_70_1
362,20170912-0900-PLENARY-25_en_0_1
363,20111208-0900-COMMITTEE-LIBE_en_128_1
364,20100222-1500-COMMITTEE-CONT_en_220_1
365,20131008-0900-PLENARY-14_en_17_0
366,20150129-1500-COMMITTEE-ENVI_en_138_1
367,20130916-1500-COMMITTEE-AGRI_en_104_1
368,20111213-0900-PLENARY-9_en_125_0
369,20150506-1500-COMMITTEE-ENVI_en_163_0
370,20090216-1500-COMMITTEE-CONT_en_268_0
371,20180111-1500-COMMITTEE-CONT_en_33_0
372,20160913-0900-PLENARY-16_en_44_1
373,20110125-0900-COMMITTEE-PECH_en_29_1
374,20151210-0900-COMMITTEE-AFET_en_55_2
375,20180620-0900-COMMITTEE-AFCO_en_180_1
376,20200611-0900-COMMITTEE-CONT_en_12_0
377,20111011-1500-COMMITTEE-LIBE_en_128_1
378,20151109-1500-COMMITTEE-CONT_en_18_0
379,20101004-1500-COMMITTEE-ECON_en_119_1
380,20121213-0900-PLENARY-7_en_97_0
381,20121008-1500-COMMITTEE-PECH_en_102_0
382,20090213-0930-SPECIAL-AP1_en_152_0
383,20191107-0900-COMMITTEE-INTA_en_159_1
384,20160704-1930-SPECIAL-EMIS-EXTRA_en_269_1
385,20160427-1900-COMMITTEE-JURI-IMCO_en_35_1
386,20161117-0900-SPECIAL-UNKN_en_82_0
387,20091130-1500-COMMITTEE-CULT_en_215_1
388,20161109-0900-COMMITTEE-PETI_en_126_1
389,20190118-1000-SPECIAL-EUROSCOLA_en_285_0
390,20120613-1400-SPECIAL_en_10_0
391,20101215-0900-PLENARY-3_en_281_1
392,20110302-1443-SPECIAL_en_174_0
393,20130124-0900-COMMITTEE-ENVI_en_188_0
394,20180319-1500-COMMITTEE-CONT_en_205_0
395,20170711-0900-COMMITTEE-IMCO_en_29_0
396,20100428-1500-COMMITTEE-AFET_en_26_0
397,20170614-0900-PLENARY-7_en_76_0
398,20101108-1500-COMMITTEE-EMPL_en_147_1
399,20170126-0900-COMMITTEE-BUDG_en_106_1
400,20150121-1500-COMMITTEE-SEDE_en_255_0
401,20120228-1500-COMMITTEE-PECH_en_182_1
402,20091117-0930-SPECIAL_en_255_1
403,20111123-1400-SPECIAL-UNKN_en_356_1
404,20180220-1430-COMMITTEE-ENVI_en_4_0
405,20190312-0930-SPECIAL-PRESSER_en_6_1
406,20170323-1500-SPECIAL-UNKN_en_256_1
407,20150609-0900-PLENARY-13_en_263_1
408,20180319-1500-COMMITTEE-ECON_en_129_0
409,20130425-0900-COMMITTEE-ENVI_en_1_0
410,20100511-1430-SPECIAL_en_299_0
411,20141201-1500-COMMITTEE-AFET_en_284_0
412,20090210-0900-COMMITTEE-DROI_en_190_0
413,20130307-0900-COMMITTEE-FEMM_en_183_0
414,20100504-1400-SPECIAL_en_119_1
415,20101026-0900-COMMITTEE-EMPL_en_127_0
416,20161110-0900-COMMITTEE-PECH_en_59_1
417,20130711-1500-COMMITTEE-ENVI_en_47_0
418,20171113-1900-COMMITTEE-CONT_en_17_0
419,20151221-1500-COMMITTEE-ENVI_en_352_2
420,20101201-0900-COMMITTEE-REGI_en_366_1
421,20161012-1500-COMMITTEE-INTA_en_328_0
422,20180514-1500-COMMITTEE-PECH_en_183_0
423,20100428-0900-COMMITTEE-IMCO_en_220_0
424,20140509-1530-SPECIAL-EYE_en_43_1
425,20100113-1431-SPECIAL_en_341_1
426,20191125-0900-PLENARY_en_57_0
427,20170427-1000-SPECIAL-UNKN_en_56_1
428,20131114-1000-SPECIAL-UNKN_en_24_0
429,20190904-0900-COMMITTEE-FEMM_en_172_0
430,20130220-0900-COMMITTEE-IMCO_en_34_0
431,20180529-0900-PLENARY-3_en_87_0
432,20121212-1630-SPECIAL-UNKN_en_17_0
433,20160418-1500-COMMITTEE-AFET_en_110_0
434,20100301-1500-SPECIAL-TRAN_en_195_1
435,20181105-1500-COMMITTEE-ECON_en_134_1
436,20130527-1500-COMMITTEE-ECON_en_21_1
437,20190313-1500-SPECIAL-DELEGATIONS_en_133_1
438,20170126-1600-SPECIAL_en_37_1
439,20130320-1500-COMMITTEE-LIBE_en_137_1
440,20130529-1000-COMMITTEE-LIBE_en_162_0
441,20160411-1900-COMMITTEE-BUDG_en_9_0
442,20110713-0900-COMMITTEE-EMPL_en_331_1
443,20130326-0900-COMMITTEE-TRAN_en_76_0
444,20150916-0900-PLENARY-9_en_206_0
445,20160126-1500-SPECIAL-UNKN_en_18_0
446,20141203-1500-COMMITTEE-REGI_en_113_1
447,20140317-1500-SPECIAL-UNKN_en_246_1
448,20180205-0900-PLENARY-14_en_95_1
449,20140114-0900-PLENARY-5_en_46_0
450,20161108-0900-COMMITTEE-IMCO_en_123_1
451,20130522-1400-SPECIAL-UNKN_en_35_2
452,20151028-0900-PLENARY-11_en_90_1
453,20130320-1500-COMMITTEE-LIBE_en_181_1
454,20101130-1500-COMMITTEE-ECON_en_352_1
455,20180903-1815-COMMITTEE-ECON_en_10_0
456,20141013-1630-COMMITTEE-FEMM_en_22_0
457,20130924-0900-COMMITTEE-PETI_en_225_0
458,20200128-0930-COMMITTEE-ITRE_en_11_0
459,20150121-1500-COMMITTEE-AGRI_en_326_1
460,20190613-1130-COMMITTEE-B_en_42_1
461,20150617-1500-COMMITTEE-PECH_en_35_0
462,20200716-1430-COMMITTEE-EMPL_en_50_0
463,20180613-1545-SPECIAL-OTHER_en_194_1
464,20100621-1500-COMMITTEE-DEVE_en_63_2
465,20180702-0900-PLENARY_en_536_0
466,20130214-1000-SPECIAL-EUROSCOLA_en_283_0
467,20100408-0900-COMMITTEE-PECH_en_117_1
468,20101202-0900-COMMITTEE-TRAN_en_44_1
469,20151008-0900-COMMITTEE-JURI_en_138_0
470,20141111-1500-COMMITTEE-LIBE_en_202_0
471,20201026-1345-COMMITTEE-AIDA_en_147_0
472,20160615-1500-COMMITTEE-ENVI_en_26_0
473,20180927-1500-SPECIAL-OTHER-HEM_en_303_1
474,20131216-1500-COMMITTEE-LIBE_en_361_0
475,20191118-1430-COMMITTEE-AGRI_en_121_1
476,20190924-1500-COMMITTEE-CULT_en_33_1
477,20190307-1500-COMMITTEE-AFCO_en_64_0
478,20190116-0900-PLENARY_en_252_0
479,20170213-0900-PLENARY-14_en_26_1
480,20110309-0900-PLENARY-8_en_126_0
481,20111011-1500-COMMITTEE-LIBE_en_11_0
482,20200217-1500-COMMITTEE-IMCO_en_112_1
483,20100317-0900-COMMITTEE-EMPL_en_182_1
484,20150203-0900-COMMITTEE-BUDG-EMPL-ECON_en_129_1
485,20130702-0900-PLENARY-3_en_16_1
486,20200928-1345-COMMITTEE-JURI_en_150_0
487,20190314-0900-PLENARY_en_219_0
488,20200525-1600-COMMITTEE-INTA-AFET_en_66_1
489,20160521-1400-SPECIAL-UNKN_en_129_0
490,20200507-1430-COMMITTEE-EMPL_en_179_1
491,20130319-1030-SPECIAL-UNKN_en_87_0
492,20171012-0900-COMMITTEE-SEDE_en_257_0
493,20180530-0900-PLENARY-27_en_118_0
494,20120613-0900-PLENARY-14_en_10_2
495,20090325-0900-PLENARY-3_en_181_1
496,20180108-1500-COMMITTEE-LIBE_en_5_0
497,20161107-1500-COMMITTEE-LIBE_en_113_0
498,20141201-1500-COMMITTEE-FEMM_en_241_1
499,20150210-0900-PLENARY-13_en_39_0
500,20180910-0900-PLENARY_en_488_1
501,20150923-0900-COMMITTEE-ECON_en_117_2
502,20101025-1500-COMMITTEE-INTA_en_157_0
503,20180822-1000-SPECIAL-OTHER_en_131_0
504,20121218-0900-COMMITTEE-LIBE_en_20_0
505,20160413-0900-PLENARY-18_en_33_1
506,20100623-1630-COMMITTEE-IMCO_en_35_0
507,20170216-1000-COMMITTEE-EMPL_en_168_1
508,20101026-1500-COMMITTEE-ITRE_en_275_1
509,20190402-0900-COMMITTEE-AFET_en_310_1
510,20180619-1500-SPECIAL-OTHER_en_126_1
511,20111116-0900-PLENARY-10_en_125_1
512,20200525-1400-COMMITTEE-LIBE_en_65_0
513,20090226-0900-SPECIAL_en_15_0
514,20170314-0900-PLENARY-13_en_94_2
515,20191126-0900-PLENARY_en_402_1
516,20110712-0900-COMMITTEE-ECON_en_285_0
517,20120710-0900-COMMITTEE-DEVE_en_77_0
518,20120625-1500-COMMITTEE-ECON_en_276_1
519,20190903-0900-COMMITTEE-AFET_en_87_0
520,20101109-1500-COMMITTEE-PETI_en_57_1
521,20120611-0900-PLENARY-15_en_38_0
522,20111010-1500-COMMITTEE-PECH_en_138_1
523,20130129-1100-COMMITTEE-BUDG_en_46_1
