,fileid
106,20201015-1130-COMMITTEE-ENVI_en_99_0
107,20180312-1930-COMMITTEE-AGRI_en_188_0
108,20141016-0900-COMMITTEE-LIBE_en_147_1
109,20201119-1330-COMMITTEE-AGRI_en_81_0
110,20141120-0900-COMMITTEE-BUDG_en_198_1
111,20150122-0900-COMMITTEE-AGRI_en_190_1
112,20170601-0900-PLENARY-5_en_35_0
113,20090114-0900-PLENARY-9_en_239_0
114,20200625-0900-SPECIAL-DELEGATIONS_en_46_1
115,20171106-1500-COMMITTEE-AGRI_en_20_1
116,20111122-0900-COMMITTEE-AFCO_en_299_2
117,20141006-1500-COMMITTEE-AFCO_en_62_0
118,20100510-1500-COMMITTEE-BUDG_en_316_2
119,20161129-1500-COMMITTEE-JURI_en_35_1
120,20100126-1500-COMMITTEE-ENVI_en_2_1
121,20120710-0900-COMMITTEE-ENVI_en_160_0
122,20130306-1300-SPECIAL-UNKN_en_134_2
123,20090113-0900-PLENARY-18_en_91_1
124,20131008-0900-PLENARY-11_en_77_0
125,20130506-1500-COMMITTEE-TRAN_en_76_2
126,20151029-0930-SPECIAL-UNKN_en_142_0
127,20090421-0900-PLENARY-17_en_77_1
128,20110201-0900-COMMITTEE-ECON_en_352_1
129,20180417-1500-SPECIAL-UNKN_en_27_1
130,20110125-1500-COMMITTEE-EMPL_en_243_0
131,20160216-0900-COMMITTEE-CONT_en_169_1
132,20141007-1600-COMMITTEE-HEARING2014FT3_en_169_0
133,20181120-0900-COMMITTEE-CONT_en_130_1
134,20170327-1500-COMMITTEE-LIBE-FEMM_en_77_0
135,20150430-0930-SPECIAL-UNKN_en_51_0
136,20201110-0900-COMMITTEE-REGI_en_86_0
137,20150616-0900-COMMITTEE-EMPL_en_20_1
138,20160217-1000-COMMITTEE-FEMM_en_27_0
139,20090910-1100-SPECIAL_en_6_0
140,20180219-1530-COMMITTEE-IMCO_en_3_1
141,20151013-0900-COMMITTEE-LIBE_en_128_1
142,20170210-1100-SPECIAL-UNKN_en_13_1
143,20190430-1630-SPECIAL-CONFERENCE_en_80_0
144,20130123-0942-COMMITTEE-JURI_en_276_1
145,20110929-0900-PLENARY-10_en_25_0
146,20160218-0900-COMMITTEE-CULT_en_23_0
147,20141202-0900-COMMITTEE-TRAN_en_38_0
148,20150609-0900-PLENARY-2_en_0_1
149,20200716-1645-SPECIAL-OTHER_en_25_0
150,20140311-0900-PLENARY-15_en_82_1
151,20170425-1500-COMMITTEE-DEVE_en_147_1
152,20160905-1500-COMMITTEE-ITRE_en_88_0
153,20191128-0900-PLENARY_en_353_1
154,20150506-1500-COMMITTEE-ECON_en_22_0
155,20150609-1030-SPECIAL-UNKN_en_7_1
156,20200122-0900-COMMITTEE-EMPL_en_7_1
157,20150429-0900-PLENARY-18_en_143_1
158,20110125-1500-COMMITTEE-TRAN_en_112_1
159,20101026-0900-COMMITTEE-INTA_en_55_1
160,20140415-0900-PLENARY-6_en_159_1
161,20141128-1000-SPECIAL-UNKN_en_58_1
162,20100415-1500-COMMITTEE-CRIS_en_270_0
163,20130121-1500-COMMITTEE-LIBE_en_284_2
164,20111107-1500-COMMITTEE-DEVE_en_275_1
165,20110922-0900-COMMITTEE-AFET_en_129_0
166,20100428-0900-COMMITTEE-LIBE_en_29_0
167,20110524-1500-COMMITTEE-INTA_en_41_0
168,20101109-0900-COMMITTEE-INTA_en_89_1
169,20190918-0900-PLENARY_en_413_1
170,20121126-1500-COMMITTEE-CULT_en_54_0
171,20141117-1500-COMMITTEE-ECON_en_143_0
172,20150226-0900-COMMITTEE-CULT_en_319_1
173,20170425-1500-COMMITTEE-DEVE_en_97_0
174,20170112-0900-COMMITTEE-LIBE_en_260_0
175,20131107-0900-SPECIAL_en_130_1
176,20191112-1430-COMMITTEE-ITRE_en_47_0
177,20100407-1630-COMMITTEE-LIBE_en_65_0
178,20181120-1430-COMMITTEE-ECON_en_346_0
179,20110615-0900-COMMITTEE-AFCO_en_46_0
180,20140319-0900-COMMITTEE-JURI_en_69_0
181,20100506-0900-PLENARY-11_en_41_2
182,20170925-1500-COMMITTEE-PECH_en_137_0
183,20100223-1500-COMMITTEE-INTA_en_48_1
184,20180320-0900-COMMITTEE-AFET_en_231_1
185,20160125-1500-COMMITTEE-IMCO_en_60_0
186,20101025-1500-COMMITTEE-ITRE_en_49_1
187,20091020-0900-PLENARY-13_en_223_1
188,20131007-1900-COMMITTEE-LIBE_en_103_1
189,20140109-1400-COMMITTEE-LIBE_en_154_0
190,20180711-0900-COMMITTEE-DROI_en_18_2
191,20180620-1000-COMMITTEE-FEMM_en_199_0
192,20160614-0900-COMMITTEE-CONT_en_145_0
193,20150617-0900-COMMITTEE-AGRI_en_79_1
194,20170315-0900-PLENARY-14_en_26_0
195,20161108-1400-SPECIAL-STOA_en_311_1
196,20090902-1500-COMMITTEE-LIBE_en_288_1
197,20090204-0900-PLENARY-6_en_34_0
198,20181010-1430-COMMITTEE-FEMM_en_53_1
199,20090901-0900-COMMITTEE-PECH_en_35_1
200,20160217-1500-COMMITTEE-JURI_en_134_1
201,20130313-0900-PLENARY-4_en_13_1
202,20151015-0900-COMMITTEE-INTA_en_44_0
203,20181010-0900-COMMITTEE-ENVI_en_149_0
204,20090323-0900-PLENARY-10_en_22_1
205,20150427-1900-COMMITTEE-ENVI_en_34_1
206,20151203-1400-COMMITTEE-EMPL_en_102_0
207,20121217-1530-COMMITTEE-IMCO_en_46_2
208,20130523-0900-PLENARY-8_en_2_0
209,20190121-1500-COMMITTEE-CONT_en_180_0
210,20130530-1500-COMMITTEE-LIBE_en_82_0
211,20141105-1500-COMMITTEE-LIBE_en_349_0
212,20151012-1500-COMMITTEE-ENVI_en_147_2
213,20150909-0900-PLENARY-17_en_52_0
214,20151201-0900-COMMITTEE-CONT_en_341_0
215,20181114-0900-PLENARY_en_1033_0
216,20170530-0900-COMMITTEE-ENVI_en_93_0
217,20100624-0900-COMMITTEE-LIBE_en_104_0
218,20120906-1500-COMMITTEE-IMCO_en_99_0
219,20130321-0900-COMMITTEE-EMPL_en_60_1
220,20101214-0900-PLENARY-12_en_93_0
221,20121008-1500-COMMITTEE-ITRE_en_355_1
222,20121128-0900-COMMITTEE-ENVI_en_403_0
223,20100428-0900-COMMITTEE-INTA_en_111_1
224,20171128-1430-COMMITTEE-LIBE_en_277_1
225,20161011-1500-COMMITTEE-DEVE_en_96_1
226,20150714-0900-COMMITTEE-CONT_en_85_0
227,20170705-0900-PLENARY-6_en_34_1
228,20170126-0900-COMMITTEE-BUDG_en_67_0
229,20171122-0900-COMMITTEE-TRAN_en_214_0
230,20190228-1000-SPECIAL-EUROSCOLA_en_27_0
231,20190130-0900-PLENARY_en_331_1
232,20200713-1645-COMMITTEE-LIBE_en_101_0
233,20121206-0900-COMMITTEE-EMPL_en_72_1
234,20090312-0900-PLENARY-16_en_42_1
235,20111205-1500-COMMITTEE-LIBE_en_122_1
236,20141201-1500-COMMITTEE-CONT_en_185_0
237,20160202-1030-SPECIAL-UNKN_en_34_0
238,20200220-0930-COMMITTEE-PETI_en_189_0
239,20181018-0830-COMMITTEE-CONT_en_343_1
240,20141201-1500-SPECIAL-UNKN_en_399_1
241,20160303-0900-COMMITTEE-SEDE_en_235_0
242,20100503-1500-COMMITTEE-FEMM_en_257_1
243,20100128-0900-COMMITTEE-PETI_en_60_1
244,20190214-0900-SPECIAL-OTHER_en_186_0
245,20120906-1500-COMMITTEE-TRAN_en_221_0
246,20140211-1500-COMMITTEE-AGRI_en_124_1
247,20140123-0900-COMMITTEE-ITRE_en_7_1
248,20100602-1500-COMMITTEE-REGI_en_163_0
249,20130925-1500-COMMITTEE-IMCO_en_294_0
250,20141106-0900-COMMITTEE-ENVI_en_141_0
251,20160713-0900-COMMITTEE-AGRI_en_24_1
252,20120228-1500-COMMITTEE-AGRI_en_10_0
253,20120412-0900-COMMITTEE-DROI_en_7_1
254,20190218-1700-COMMITTEE-AGRI_en_100_1
255,20170322-0900-COMMITTEE-JURI_en_252_0
256,20130916-1500-COMMITTEE-PETI_en_54_1
257,20121128-0900-COMMITTEE-ENVI_en_53_1
258,20160525-1900-COMMITTEE-REGI_en_171_2
259,20200115-0900-PLENARY_en_378_0
260,20161013-1400-COMMITTEE-CONT_en_124_0
261,20160114-0900-COMMITTEE-IMCO_en_325_1
262,20141216-0900-PLENARY-7_en_30_0
263,20160704-1930-COMMITTEE-BUDG_en_111_0
264,20090504-0900-PLENARY-18_en_9_0
265,20110525-0900-COMMITTEE-ITRE_en_87_0
266,20150223-1500-COMMITTEE-INTA_en_65_0
267,20110125-0900-COMMITTEE-IMCO_en_249_1
268,20150324-0900-COMMITTEE-EMPL_en_67_0
269,20190402-0900-COMMITTEE-AFET_en_196_2
270,20161109-0900-COMMITTEE-ITRE_en_241_1
271,20100510-1500-COMMITTEE-LIBE_en_242_0
272,20120918-1400-COMMITTEE-AFCO_en_289_1
273,20091006-1500-COMMITTEE-TRAN_en_164_1
274,20190327-0900-PLENARY_en_677_0
275,20130708-1430-COMMITTEE-ECON_en_307_0
276,20120703-0900-PLENARY-9_en_6_1
277,20200716-1000-COMMITTEE-EMPL_en_80_0
278,20200923-1600-SPECIAL-OTHER_en_40_1
279,20110412-0900-COMMITTEE-ITRE_en_290_1
280,20090210-1500-COMMITTEE-IMCO_en_27_0
281,20130226-0900-COMMITTEE-ENVI_en_178_1
282,20150623-0900-SPECIAL-TAXE-OMEE_en_291_1
283,20151201-1500-COMMITTEE-CONT_en_227_0
284,20161012-0900-COMMITTEE-ENVI_en_61_2
285,20171120-1500-COMMITTEE-AFET_en_196_0
286,20120229-0900-COMMITTEE-ENVI_en_362_0
287,20200923-0900-COMMITTEE-AIDA_en_5_1
288,20101118-1400-COMMITTEE-AGRI_en_68_2
289,20120329-1400-SPECIAL-UNKN_en_32_1
290,20120228-0900-COMMITTEE-PETI_en_237_1
291,20191010-0900-PLENARY_en_55_0
292,20111122-1500-COMMITTEE-BUDG_en_172_0
293,20160218-1800-SPECIAL_en_8_1
294,20131216-1500-COMMITTEE-IMCO_en_30_0
295,20180117-0900-PLENARY-20_en_48_0
296,20141125-0900-PLENARY-11_en_33_0
297,20201027-1645-COMMITTEE-LIBE_en_46_0
298,20140924-1500-COMMITTEE-IMCO_en_70_0
299,20120918-0900-COMMITTEE-TRAN_en_86_0
300,20150505-0900-COMMITTEE-AFCO-ECON_en_265_0
301,20180702-2045-COMMITTEE-ECON_en_113_1
302,20141002-1030-COMMITTEE-HEARING2014PM3_en_130_2
303,20150204-1400-COMMITTEE-ECON-EMPL-BUDG_en_391_0
304,20160310-0900-PLENARY-15_en_86_1
305,20150323-1500-COMMITTEE-AFET_en_232_0
306,20181022-0900-PLENARY_en_471_0
307,20191203-1430-COMMITTEE-ENVI_en_1_0
308,20130220-0900-COMMITTEE-JURI_en_77_1
309,20100614-1630-SPECIAL_en_2_2
310,20150210-0900-PLENARY-18_en_95_0
311,20110323-0900-PLENARY-16_en_74_0
312,20171002-1900-COMMITTEE-JURI_en_165_2
313,20180219-1645-COMMITTEE-BUDG_en_114_2
314,20150113-0900-PLENARY-4_en_230_1
315,20131202-1500-COMMITTEE-ECON_en_205_0
316,20120424-0900-COMMITTEE-CONT_en_125_1
317,20101026-0900-COMMITTEE-LIBE_en_226_0
318,20180305-1500-COMMITTEE-LIBE_en_87_2
319,20150907-0900-PLENARY-20_en_3_0
320,20110413-0900-COMMITTEE-BUDG_en_369_0
321,20180530-0900-PLENARY-3_en_37_0
322,20120426-0900-COMMITTEE-ECON_en_134_0
323,20180426-0930-COMMITTEE-SEDE_en_123_1
324,20091013-1400-SPECIAL_en_242_1
325,20111003-1500-COMMITTEE-LIBE_en_118_0
326,20110713-1600-COMMITTEE-CONT_en_79_0
327,20111004-0904-COMMITTEE-SEDE_en_190_1
328,20181127-1730-COMMITTEE-AFCO_en_83_1
329,20110303-0900-COMMITTEE-FEMM_en_255_1
330,20121025-0900-PLENARY-12_en_133_0
331,20160712-0900-COMMITTEE-LIBE_en_155_0
332,20200430-1000-COMMITTEE-PETI_en_61_1
333,20200130-0900-PLENARY_en_234_0
334,20110928-1230-SPECIAL-UNKN_en_25_1
335,20160705-0900-PLENARY-14_en_26_1
336,20190215-1000-SPECIAL-EUROSCOLA_en_240_0
337,20181127-0900-COMMITTEE-LIBE_en_341_1
338,20111129-0900-COMMITTEE-CONT_en_172_1
339,20110316-0900-COMMITTEE-ITRE_en_8_1
340,20130925-0900-COMMITTEE-CONT_en_177_0
341,20120214-0900-PLENARY-13_en_169_1
342,20101109-0900-COMMITTEE-AFCO_en_43_1
343,20091015-1100-COMMITTEE-DROI_en_87_0
344,20090210-1500-COMMITTEE-TRAN_en_164_1
345,20131217-1500-COMMITTEE-LIBE_en_117_0
346,20130926-0900-COMMITTEE-ITRE_en_143_0
347,20130221-0900-COMMITTEE-CONT_en_129_1
348,20151013-1500-COMMITTEE-TRAN_en_299_0
349,20150213-1330-SPECIAL-UNKN_en_71_0
350,20190307-1400-SPECIAL-OTHER_en_216_0
351,20141203-1500-COMMITTEE-ITRE_en_365_2
352,20131017-1000-COMMITTEE-IMCO_en_135_1
353,20101006-0900-PLENARY-14_en_9_0
354,20120419-0900-PLENARY-12_en_34_1
355,20140716-0900-PLENARY-15_en_140_0
356,20111011-0900-COMMITTEE-AFCO_en_265_1
357,20150610-0900-PLENARY-10_en_79_1
358,20101018-0900-PLENARY-9_en_161_0
359,20170628-1700-COMMITTEE-BUDG_en_19_0
360,20170323-0900-COMMITTEE-PECH_en_24_1
361,20100428-1500-COMMITTEE-AFET_en_66_1
362,20200514-0900-PLENARY_en_29_1
363,20150923-0900-COMMITTEE-ECON_en_68_1
364,20130320-1500-COMMITTEE-IMCO_en_47_1
365,20120227-1500-COMMITTEE-PECH_en_255_1
366,20180829-1430-COMMITTEE-ENVI_en_26_0
367,20201119-1400-SPECIAL-OTHER-1_en_1_1
368,20130618-0900-SPECIAL-UNKN_en_172_0
369,20111122-0900-COMMITTEE-AFCO_en_81_1
370,20171128-0900-COMMITTEE-EMPL_en_287_0
371,20110913-0900-PLENARY-5_en_31_0
372,20151125-0900-PLENARY-23_en_12_0
373,20180424-1430-COMMITTEE-TERR_en_18_0
374,20150210-0900-PLENARY-12_en_60_0
375,20101109-0900-COMMITTEE-ENVI_en_232_0
376,20160223-1500-COMMITTEE-CONT_en_279_2
377,20130702-0900-PLENARY-12_en_28_0
378,20150416-0900-COMMITTEE-EMPL_en_144_2
379,20140226-0900-PLENARY-19_en_137_0
380,20130110-0900-COMMITTEE-CONT_en_101_1
381,20190902-1500-COMMITTEE-IMCO_en_226_0
382,20130130-1400-SPECIAL-UNKN_en_107_1
383,20130710-0900-COMMITTEE-DROI_en_260_1
384,20091006-1500-COMMITTEE-IMCO_en_169_0
385,20161012-1000-COMMITTEE-IMCO_en_202_0
386,20170215-0900-PLENARY-9_en_53_0
387,20170405-0900-PLENARY-13_en_127_0
388,20090212-1400-COMMITTEE-DEVE_en_94_0
389,20180620-1530-COMMITTEE-LIBE_en_146_0
390,20100602-0900-COMMITTEE-AFET_en_314_1
391,20110307-0900-PLENARY-25_en_60_1
392,20151006-1030-SPECIAL-UNKN_en_18_1
393,20091022-0900-PLENARY-13_en_15_0
394,20180912-0900-PLENARY-widetrim_en_412_0
395,20130116-0900-PLENARY-3_en_121_0
396,20170228-1000-COMMITTEE-IMCO_en_164_0
397,20140912-0937-COMMITTEE-ECON-DRAGHI_en_17_1
398,20130603-1530-COMMITTEE-SEDE_en_185_0
399,20100713-1500-COMMITTEE-ENVI_en_101_1
400,20151009-1000-SPECIAL-UNKN_en_153_0
401,20121025-0900-PLENARY-16_en_48_2
402,20131202-1500-COMMITTEE-LIBE_en_59_0
403,20131008-0900-PLENARY-13_en_122_0
404,20110118-1020-SPECIAL_en_10_0
405,20130925-0900-COMMITTEE-IMCO_en_28_0
406,20150305-1030-SPECIAL-UNKN_en_42_0
407,20160712-0900-COMMITTEE-AFCO_en_109_1
408,20180516-1430-COMMITTEE-ECON_en_248_0
409,20120206-1500-COMMITTEE-ITRE_en_213_1
410,20191106-1430-COMMITTEE-TRAN_en_201_2
411,20130220-1500-COMMITTEE-LIBE_en_157_1
412,20180620-1430-COMMITTEE-INTA_en_431_0
413,20180326-1700-COMMITTEE-AFET-ENVI_en_61_1
414,20141201-1500-COMMITTEE-PETI_en_92_0
415,20171211-1930-COMMITTEE-ECON_en_138_1
416,20150921-1500-COMMITTEE-ITRE_en_106_0
417,20141104-1530-COMMITTEE-TRAN_en_232_0
418,20091202-1500-COMMITTEE-AFET_en_26_1
419,20171204-1500-COMMITTEE-CONT_en_168_0
420,20120919-0900-COMMITTEE-LIBE-JURI_en_162_0
421,20170914-0900-COMMITTEE-AFET_en_55_0
422,20120919-1000-COMMITTEE-INTA_en_194_0
423,20100127-1500-COMMITTEE-INTA_en_319_0
424,20170621-1500-COMMITTEE-ITRE_en_105_1
425,20130709-1500-COMMITTEE-IMCO_en_53_0
426,20111213-0900-PLENARY-5_en_269_1
427,20100614-0900-PLENARY-13_en_94_0
428,20110712-1500-COMMITTEE-DEVE_en_172_1
429,20111123-0900-COMMITTEE-EMPL_en_57_0
430,20110627-1500-COMMITTEE-BUDG_en_344_0
431,20140407-1500-COMMITTEE-CONT_en_240_1
432,20180314-0900-PLENARY-21_en_9_0
433,20150129-0900-COMMITTEE-TRAN_en_271_1
434,20191022-0900-PLENARY_en_653_0
435,20150617-1500-COMMITTEE-SEDE_en_23_0
436,20170404-0900-PLENARY-18_en_193_2
437,20100427-1500-COMMITTEE-IMCO_en_284_0
438,20181018-0900-COMMITTEE-LIBE_en_63_1
439,20131107-0930-SPECIAL-UNKN_en_252_1
440,20190716-0900-PLENARY_en_786_1
441,20100318-0900-COMMITTEE-IMCO_en_182_1
442,20120712-0900-COMMITTEE-AFCO_en_25_1
443,20150528-0900-COMMITTEE-EMPL_en_100_0
444,20100318-0900-COMMITTEE-DROI_en_7_0
445,20101028-0900-COMMITTEE-FEMM_en_101_0
446,20160314-1500-COMMITTEE-AFCO_en_44_1
447,20130422-1500-COMMITTEE-CONT_en_169_0
448,20191022-0900-PLENARY_en_919_1
449,20140318-1500-SPECIAL-UNKN_en_182_0
450,20181121-1430-COMMITTEE-ITRE_en_319_1
451,20150922-0900-COMMITTEE-AFCO_en_196_1
452,20171120-1500-COMMITTEE-DEVE_en_227_0
453,20120918-0900-COMMITTEE-AFCO_en_4_1
454,20180927-1030-SPECIAL-OTHER_en_162_1
455,20171207-0900-COMMITTEE-REGI_en_255_2
456,20180710-1015-COMMITTEE-ITRE_en_46_1
457,20110830-0900-COMMITTEE-FEMM_en_155_0
458,20110309-0900-PLENARY-8_en_198_1
459,20100317-1500-COMMITTEE-DROI_en_318_1
460,20181128-1500-DEBATE_en_239_0
461,20100622-1500-COMMITTEE-INTA_en_183_2
462,20120614-0900-PLENARY-3_en_117_0
463,20180321-0900-COMMITTEE-PECH_en_152_1
464,20101108-1500-COMMITTEE-AFCO_en_15_1
465,20161014-0900-SPECIAL-UNKN2_en_235_1
466,20121120-0900-PLENARY-3_en_108_0
467,20191114-1600-SPECIAL-EUROSCOLA_en_139_0
468,20170830-0900-COMMITTEE-EMPL_en_173_1
469,20091103-1500-COMMITTEE-PECH_en_92_0
470,20151109-1500-COMMITTEE-CONT_en_97_0
471,20120524-0900-PLENARY-3_en_97_0
472,20200218-1600-COMMITTEE-IMCO_en_179_1
473,20160404-1500-COMMITTEE-INTA_en_138_1
474,20130521-0900-PLENARY-10_en_339_1
475,20170112-0900-COMMITTEE-EMIS_en_148_1
476,20191125-1900-COMMITTEE-INTA_en_9_1
477,20130122-0900-COMMITTEE-JURI_en_81_1
478,20140114-0900-PLENARY-6_en_116_1
479,20120125-0900-COMMITTEE-PECH_en_20_1
480,20150615-1500-COMMITTEE-FEMM_en_200_1
481,20110915-0900-SPECIAL-UNKN_en_273_2
482,20170405-0900-SPECIAL_en_95_0
483,20191021-0900-PLENARY_en_276_1
484,20110615-0930-COMMITTEE-SEDE_en_38_1
485,20121115-0900-COMMITTEE-ECON_en_104_1
486,20131126-0900-COMMITTEE-JURI_en_2_1
487,20160428-1430-COMMITTEE-LIBE_en_271_0
488,20130911-0900-PLENARY-3_en_17_0
489,20140312-0900-PLENARY-15_en_172_0
490,20091013-1400-SPECIAL_en_391_0
491,20181023-0900-PLENARY_en_1062_1
492,20091109-1500-COMMITTEE-INTA_en_216_1
493,20150414-1500-COMMITTEE-INTA_en_206_0
494,20170124-1500-COMMITTEE-ENVI_en_307_0
495,20171121-0900-COMMITTEE-LIBE_en_178_1
496,20110621-1500-COMMITTEE-TRAN_en_282_1
497,20181022-1900-COMMITTEE-CULT_en_145_1
498,20091104-0900-COMMITTEE-REGI_en_56_1
499,20100623-0900-COMMITTEE-LIBE_en_322_0
500,20191203-0930-COMMITTEE-PECH_en_44_1
501,20100930-1500-COMMITTEE-ITRE_en_43_1
502,20180702-0900-PLENARY_en_156_1
503,20130320-1500-SPECIAL-UNKN_en_84_0
504,20161129-1500-COMMITTEE-ECON_en_75_1
505,20090928-1500-COMMITTEE-ECON_en_374_1
506,20130620-0900-COMMITTEE-DROI_en_167_0
507,20170711-1500-COMMITTEE-INTA_en_46_1
508,20100114-1030-SPECIAL_en_105_1
509,20101213-0900-PLENARY-9_en_54_1
510,20190117-1000-COMMITTEE-REGI_en_80_0
511,20130422-1600-COMMITTEE-FEMM_en_10_0
512,20200120-1500-COMMITTEE-LIBE_en_232_0
513,20111122-0900-COMMITTEE-TRAN_en_303_1
514,20171123-0900-COMMITTEE-DROI_en_271_1
515,20110615-0900-COMMITTEE-DROI_en_54_0
516,20130320-1500-COMMITTEE-CULT_en_111_1
517,20130221-0900-COMMITTEE-JURI_en_213_0
518,20130123-0900-COMMITTEE-AGRI_en_37_1
519,20100622-0900-COMMITTEE-ENVI_en_93_1
520,20131022-0900-PLENARY-16_en_46_0
521,20141021-0900-PLENARY-14_en_49_0
522,20150316-1730-COMMITTEE-BUDG_en_289_0
523,20140930-1500-COMMITTEE-HEARING2014JH3_en_42_0
