,fileid
177,20170711-0900-COMMITTEE-ENVI_de_110_0
178,20161208-0900-COMMITTEE-ECON_de_97_0
179,20121015-1000-SPECIAL_de_23_0
180,20200922-0900-COMMITTEE-BUDG_de_197_1
181,20141117-1500-COMMITTEE-AFET_de_40_1
182,20160125-1500-COMMITTEE-SEDE_de_194_0
183,20170711-0900-COMMITTEE-BUDG_de_300_0
184,20180829-1500-COMMITTEE-EMPL_de_57_1
185,20090422-0900-PLENARY-18_de_42_1
186,20111003-1500-COMMITTEE-ECON_de_103_0
187,20161020-0900-COMMITTEE-LIBE_de_287_0
188,20111109-1500-COMMITTEE-AFCO-LIBE_de_351_1
189,20111013-0900-PLENARY-3_de_5_0
190,20120229-0900-COMMITTEE-AFET_de_61_1
191,20110316-1500-COMMITTEE-IMCO_de_184_0
192,20091123-0900-PLENARY-17_de_72_1
193,20100913-1500-COMMITTEE-DROI_de_282_0
194,20200129-0900-PLENARY_de_215_1
195,20120124-1500-COMMITTEE-PECH_de_194_1
196,20100503-1500-COMMITTEE-ECON_de_5_1
197,20121212-0900-PLENARY-17_de_48_1
198,20140121-0900-COMMITTEE-PETI_de_244_1
199,20191106-1000-COMMITTEE-LIBE_de_37_1
200,20150702-0900-COMMITTEE-LIBE_de_18_1
201,20100830-1500-COMMITTEE-AGRI_de_67_0
202,20200218-0900-COMMITTEE-DROI_de_124_1
203,20190123-1000-COMMITTEE-PECH_de_68_1
204,20121106-0900-COMMITTEE-INTA_de_391_0
205,20170228-0900-COMMITTEE-PECH_de_207_0
206,20161011-0900-COMMITTEE-ECON_de_170_0
207,20120327-1500-COMMITTEE-CONT_de_156_0
208,20180423-1500-COMMITTEE-DEVE_de_82_0
209,20150923-1400-COMMITTEE-EMPL_de_281_1
210,20100317-1500-COMMITTEE-AFCO_de_229_1
211,20200129-0900-PLENARY_de_221_0
212,20091124-0900-PLENARY-3_de_68_0
213,20191112-1445-COMMITTEE-EMPL_de_44_0
214,20140517-1030-SPECIAL_de_113_0
215,20100713-0900-COMMITTEE-DEVE_de_77_1
216,20200528-1100-COMMITTEE-ITRE_de_144_1
217,20100601-1500-COMMITTEE-LIBE_de_293_1
218,20200902-1645-COMMITTEE-AGRI_de_155_1
219,20141203-0900-COMMITTEE-SEDE_de_73_0
220,20090309-0900-PLENARY-12_de_83_0
221,20180712-0900-COMMITTEE-ECON_de_122_0
222,20120914-1000-SPECIAL_de_89_1
223,20180312-0900-PLENARY-13_de_90_0
224,20140205-0900-PLENARY-11_de_123_0
225,20091110-1500-COMMITTEE-JURI_de_63_0
226,20100222-1500-COMMITTEE-EMPL_de_48_1
227,20170530-1130-COMMITTEE-ECON_de_61_0
228,20110831-0900-COMMITTEE-ITRE_de_42_0
229,20181004-0930-COMMITTEE-CONT_de_106_0
230,20131216-1500-COMMITTEE-PECH_de_4_1
231,20171115-0900-PLENARY-5_de_5_1
232,20131217-0900-COMMITTEE-CULT_de_65_1
233,20161129-0900-COMMITTEE-CONT_de_242_0
234,20130917-0900-COMMITTEE-PETI_de_164_0
235,20180625-1530-COMMITTEE-LIBE_de_98_1
236,20181120-0900-COMMITTEE-CULT_de_311_1
237,20091202-1500-COMMITTEE-ITRE_de_281_1
238,20181113-0900-PLENARY_de_618_0
239,20160419-0900-COMMITTEE-REGI_de_125_0
240,20130702-0900-PLENARY-16_de_16_1
241,20160426-1500-COMMITTEE-ENVI_de_5_0
242,20100714-0900-COMMITTEE-AFET_de_103_1
243,20110420-0900-COMMITTEE-FEMM_de_190_1
244,20140313-0900-PLENARY-21_de_44_1
245,20110201-0900-COMMITTEE-AFCO_de_40_1
246,20130205-0900-PLENARY-11_de_419_1
