,fileid
76,20180601-1730-SPECIAL-18_de_26_1
77,20181127-0900-COMMITTEE-CONT_de_75_0
78,20190704-0900-PLENARY_de_168_0
79,20100420-0900-PLENARY-6_de_26_0
80,20150127-0900-COMMITTEE-CONT_de_181_1
81,20091008-0900-PLENARY-3_de_100_1
82,20110322-1500-COMMITTEE-JURI_de_177_0
83,20110707-0900-PLENARY-4_de_169_1
84,20120710-0900-COMMITTEE-FEMM_de_301_1
85,20150903-0900-COMMITTEE-ECON_de_98_0
86,20130205-0900-PLENARY-11_de_337_0
87,20190905-0900-COMMITTEE-CULT_de_14_0
88,20170124-0900-COMMITTEE-LIBE_de_19_0
89,20130320-0900-COMMITTEE-PECH_de_203_1
90,20141128-1000-SPECIAL-UNKN_de_163_1
91,20170711-1500-COMMITTEE-AFET_de_18_2
92,20160301-1715-SPECIAL-UNKN_de_163_0
93,20130709-1500-COMMITTEE-TRAN_de_129_0
94,20110621-0900-COMMITTEE-TRAN_de_212_1
95,20151203-1500-COMMITTEE-AFCO_de_45_0
96,20201007-0900-PLENARY_de_636_0
97,20091201-1500-COMMITTEE-PETI_de_381_0
98,20101026-1500-COMMITTEE-AFET_de_298_0
99,20110317-1500-COMMITTEE-LIBE_de_160_0
100,20120604-1500-COMMITTEE-CRIM_de_199_1
101,20191002-1430-SPECIAL-HEARING-2Q2_de_178_1
102,20160225-0900-PLENARY-4_de_42_0
103,20131014-1500-COMMITTEE-ITRE_de_140_0
104,20181105-1500-COMMITTEE-IMCO_de_141_0
105,20140212-1500-COMMITTEE-LIBE_de_175_1
106,20120523-0900-PLENARY-3_de_88_0
107,20180123-1430-COMMITTEE-CULT_de_229_1
108,20100712-1500-COMMITTEE-LIBE_de_170_0
109,20100223-0900-COMMITTEE-CONT_de_236_1
110,20151109-1500-COMMITTEE-PECH_de_282_1
111,20161108-0900-SPECIAL-UNKN_de_109_0
112,20120206-1500-COMMITTEE-ECON_de_274_0
113,20110418-1500-COMMITTEE-ENVI_de_259_1
114,20151012-1732-COMMITTEE-JURI_de_23_0
115,20160322-0900-COMMITTEE-ECON_de_164_1
116,20180903-1500-COMMITTEE-JURI_de_16_0
117,20110711-1500-COMMITTEE-AGRI_de_330_1
118,20140212-0900-COMMITTEE-ITRE_de_158_0
119,20130220-1500-COMMITTEE-AGRI_de_88_0
120,20161129-0900-COMMITTEE-INTA_de_114_0
121,20111208-0900-COMMITTEE-LIBE_de_282_1
122,20161216-1000-SPECIAL-UNKN_de_77_0
123,20121106-1500-COMMITTEE-CONT_de_242_1
124,20160711-1500-COMMITTEE-JURI_de_103_1
125,20140904-0900-COMMITTEE-PECH_de_88_0
126,20180312-1930-COMMITTEE-AGRI_de_200_0
127,20110606-0900-PLENARY-17_de_20_1
128,20160719-1000-COMMITTEE-AFET_de_173_1
129,20190122-1500-COMMITTEE-AFCO_de_181_1
130,20190417-1430-COMMITTEE-DEVE_de_139_1
131,20141202-1500-COMMITTEE-TRAN_de_74_0
132,20130617-1100-SPECIAL-UNKN2_de_48_0
133,20150112-1900-COMMITTEE-ECON_de_231_1
134,20100111-1500-COMMITTEE-LIBE_de_107_1
135,20130205-0900-PLENARY-11_de_419_1
136,20161020-0900-COMMITTEE-CONT_de_251_1
137,20110831-0900-COMMITTEE-ITRE_de_42_0
138,20120130-1100-SPECIAL_de_23_1
139,20100301-1500-COMMITTEE_de_317_1
140,20130618-0900-COMMITTEE-PETI_de_145_0
141,20191204-1430-COMMITTEE-ITRE_de_96_1
142,20160119-0900-PLENARY-6_de_107_2
143,20180515-0900-COMMITTEE-SEDE_de_64_0
144,20120228-1500-COMMITTEE-LIBE_de_21_0
145,20150224-0900-COMMITTEE-AFET_de_57_0
146,20180618-1500-COMMITTEE-ITRE_de_29_1
147,20140212-1500-COMMITTEE-EMPL_de_206_0
148,20180710-1430-COMMITTEE-INTA_de_31_1
149,20161013-0900-COMMITTEE-ENVI_de_136_0
150,20131010-0900-PLENARY-4_de_67_0
151,20100317-0900-COMMITTEE-IMCO_de_60_0
152,20180314-0930-SPECIAL-PRESSER_de_14_0
153,20170112-1500-COMMITTEE-JURI_de_173_0
154,20121106-0900-COMMITTEE-CULT_de_140_1
155,20150226-0900-COMMITTEE-DROI_de_12_1
156,20091109-1500-COMMITTEE-ITRE_de_154_0
157,20170125-0900-COMMITTEE-TRAN_de_160_1
158,20180619-1430-COMMITTEE-IMCO_de_155_1
159,20180321-0900-COMMITTEE-AFCO_de_212_1
160,20100623-0900-COMMITTEE-AFET_de_79_0
161,20100428-0900-COMMITTEE-AFET_de_140_0
162,20090422-0900-PLENARY-18_de_42_1
163,20150507-1500-COMMITTEE-LIBE_de_99_1
164,20170313-0900-PLENARY-11_de_113_0
165,20090331-0900-COMMITTEE-ENVI_de_47_1
166,20140305-1500-COMMITTEE-FEMM_de_216_1
167,20150430-0900-PLENARY-8_de_5_1
168,20180711-1500-COMMITTEE-CULT_de_164_0
169,20130313-0900-PLENARY-6_de_182_0
170,20140127-1500-COMMITTEE-AFET_de_274_0
171,20151012-1500-COMMITTEE-ENVI_de_232_0
172,20170411-1500-COMMITTEE-DROI-FEMM_de_120_1
173,20180924-1515-COMMITTEE-AFCO_de_101_1
174,20160217-0900-COMMITTEE-DROI_de_203_0
175,20110202-0900-PLENARY-13_de_31_0
176,20130219-0900-COMMITTEE-ENVI_de_87_0
177,20180425-1430-COMMITTEE-SEDE_de_67_0
178,20150922-1500-COMMITTEE-INTA_de_310_1
179,20140722-0900-COMMITTEE-LIBE_de_127_0
180,20101215-1745-SPECIAL_de_7_0
181,20121009-1430-COMMITTEE-SEDE_de_93_1
182,20130926-1500-COMMITTEE-ENVI-ITRE_de_94_0
183,20130911-0900-PLENARY-14_de_4_0
184,20120703-0900-PLENARY-4_de_140_1
185,20121218-0900-COMMITTEE-ENVI_de_2_0
186,20130530-0900-COMMITTEE-IMCO_de_140_1
187,20120903-1500-COMMITTEE-INTA_de_102_0
188,20160509-0900-PLENARY-14_de_11_0
189,20160523-1500-COMMITTEE-TRAN_de_185_0
190,20171128-1430-COMMITTEE-ITRE_de_0_1
191,20091130-1500-COMMITTEE-DROI_de_186_0
192,20120209-0900-COMMITTEE-DROI_de_252_1
193,20120917-1500-COMMITTEE-EMPL_de_80_1
194,20090305-0900-COMMITTEE-LIBE_de_115_1
195,20180712-0900-COMMITTEE-ECON_de_122_0
196,20151109-1630-COMMITTEE-ECON_de_35_0
197,20170125-0900-COMMITTEE-ECON_de_238_0
198,20160713-0900-COMMITTEE-PETI_de_24_0
199,20101109-0900-COMMITTEE-PECH_de_151_1
200,20160322-0900-COMMITTEE-ECON_de_49_1
201,20120529-1500-COMMITTEE-REGI_de_310_1
202,20120424-0900-COMMITTEE-EMPL_de_204_0
203,20110706-0900-PLENARY-3_de_212_0
204,20150921-1500-COMMITTEE-DEVE_de_327_1
205,20100603-0900-COMMITTEE-ENVI_de_44_1
206,20191111-1500-COMMITTEE-PETI_de_138_2
207,20150708-0900-PLENARY-5_de_370_0
208,20191127-0900-PLENARY_de_498_1
209,20151015-0900-COMMITTEE-CULT_de_211_0
210,20180319-1500-COMMITTEE-TRAN_de_200_0
211,20160526-1000-SPECIAL-UNKN3_de_251_2
212,20180913-0900-PLENARY_de_426_0
213,20120126-0900-COMMITTEE-FEMM_de_89_0
214,20180327-0900-COMMITTEE-REGI_de_281_0
215,20120625-1500-COMMITTEE-ECON_de_49_1
216,20181211-0900-PLENARY_de_177_0
217,20170830-0900-COMMITTEE-ECON_de_24_0
218,20160419-1500-COMMITTEE-PECH_de_160_1
219,20180515-0900-COMMITTEE-JURI_de_28_0
220,20201028-1645-COMMITTEE-AFCO_de_60_1
221,20100126-1800-SPECIAL_de_29_1
222,20140305-1500-COMMITTEE-FEMM_de_342_0
223,20101130-0900-COMMITTEE-ECON_de_208_1
224,20090930-1400-COMMITTEE-CONT_de_180_0
225,20191202-1500-COMMITTEE-ECON_de_17_0
226,20141203-1500-COMMITTEE-ENVI_de_56_0
227,20160615-1500-COMMITTEE-EMPL_de_112_0
228,20100903-1100-SPECIAL_de_8_0
229,20110512-0900-PLENARY-3_de_190_0
230,20200713-1100-COMMITTEE-JURI_de_45_0
231,20170209-1000-SPECIAL-UNKN_de_9_0
232,20151110-0900-COMMITTEE-CONT_de_192_0
233,20130918-1500-COMMITTEE-SEDE_de_202_0
234,20160217-0900-COMMITTEE-EMPL_de_71_0
235,20120529-1500-COMMITTEE-AFCO_de_127_0
236,20131128-0900-COMMITTEE-IMCO_de_47_0
237,20090929-1500-COMMITTEE-EMPL_de_280_0
238,20180612-0900-PLENARY_de_1203_1
239,20140925-0900-COMMITTEE-ENVI_de_195_0
240,20130123-0900-COMMITTEE-ITRE_de_288_1
241,20151007-0900-PLENARY-15_de_107_0
242,20120423-1500-COMMITTEE-CONT_de_31_0
243,20140930-1800-COMMITTEE-HEARING2014MS_de_162_1
244,20200902-1645-COMMITTEE-LIBE_de_49_1
245,20090311-0900-PLENARY-23_de_1_1
246,20110405-0900-PLENARY-13_de_98_1
247,20130527-1630-COMMITTEE-CONT_de_70_0
248,20100601-1500-COMMITTEE-AGRI_de_278_1
249,20110621-0900-COMMITTEE-REGI_de_341_1
250,20151027-0900-PLENARY-4_de_266_1
251,20191002-0900-SPECIAL-HEARING-2Q2_de_74_0
252,20100128-0900-COMMITTEE_de_63_1
253,20140403-0900-PLENARY-3_de_7_1
254,20091201-1500-COMMITTEE-AGRI_de_118_0
255,20100406-1500-COMMITTEE-ENVI_de_9_1
256,20090310-0900-PLENARY-17_de_146_1
257,20090902-1500-COMMITTEE-EMPL_de_308_0
258,20120125-1500-COMMITTEE-REGI_de_102_1
259,20091210-0900-COMMITTEE-INTA_de_46_0
260,20130314-0900-PLENARY-5_de_34_1
261,20170502-1500-COMMITTEE-IMCO_de_124_1
262,20171120-1630-SPECIAL-UNKN_de_17_0
263,20141204-1500-COMMITTEE-ITRE_de_80_0
264,20121122-0900-PLENARY-6_de_1_0
265,20120112-0900-COMMITTEE-AFET_de_339_1
266,20131216-1500-COMMITTEE-IMCO_de_347_1
267,20180425-0900-COMMITTEE-AFCO_de_114_0
268,20110125-0900-COMMITTEE-CULT_de_373_0
269,20100510-1500-COMMITTEE-DEVE_de_34_0
270,20090213-1500-SPECIAL_de_256_1
271,20200910-0830-COMMITTEE-LIBE_de_39_0
272,20120712-1500-COMMITTEE-ITRE_de_13_0
273,20120703-0900-PLENARY-6_de_151_1
274,20191002-1430-COMMITTEE-PETI_de_288_1
275,20190116-0900-PLENARY_de_831_1
276,20181008-1500-COMMITTEE-REGI_de_222_1
277,20200122-1430-COMMITTEE-DEVE_de_231_1
278,20141104-1530-COMMITTEE-TRAN_de_125_1
279,20200220-1400-COMMITTEE-LIBE_de_303_0
280,20160307-0900-PLENARY-10_de_47_0
281,20100125-1500-COMMITTEE-CULT_de_215_1
282,20151208-1500-SPECIAL-UNKN_de_104_2
283,20110307-0900-PLENARY-23_de_33_0
284,20101123-1230-SPECIAL_de_1_1
285,20181108-0900-COMMITTEE-CONT_de_61_0
286,20100222-1500-COMMITTEE-CONT_de_74_0
287,20170131-0900-COMMITTEE-JURI_de_229_1
288,20100111-1500-COMMITTEE-LIBE_de_17_0
289,20131014-1500-COMMITTEE-ECON_de_155_0
290,20150519-1600-SPECIAL-UNKN333_de_29_0
291,20110525-1500-COMMITTEE-PECH_de_49_0
292,20190227-1000-SPECIAL-OTHER_de_110_2
293,20190122-1430-COMMITTEE-ENVI_de_183_1
294,20100127-1500-COMMITTEE-AGRI_de_152_0
295,20150224-0900-COMMITTEE-AGRI_de_116_1
296,20191010-1000-SPECIAL-PRESSER_de_21_0
297,20150420-1500-COMMITTEE-ITRE_de_140_1
298,20201012-1345-COMMITTEE-AFET_de_187_0
299,20171122-1430-COMMITTEE-PETI_de_348_1
300,20110630-0900-COMMITTEE-DROI_de_333_1
301,20120112-1500-COMMITTEE-PETI_de_139_1
302,20160620-1500-COMMITTEE-EMIS_de_182_0
303,20141203-1500-COMMITTEE-ITRE_de_10_0
304,20180111-1500-COMMITTEE-LIBE_de_197_0
305,20170411-0900-COMMITTEE-AFET_de_19_1
306,20190904-0900-COMMITTEE-ECON_de_274_1
307,20160421-0900-COMMITTEE-JURI_de_66_1
308,20090119-1500-COMMITTEE-CONT_de_52_0
309,20120618-1500-COMMITTEE-JURI_de_28_0
310,20121206-0900-COMMITTEE-DROI_de_0_0
311,20111004-1430-SPECIAL_de_159_1
312,20150429-0900-PLENARY-2_de_7_0
313,20140722-1500-COMMITTEE-PECH_de_87_1
314,20190925-1430-COMMITTEE-CONT_de_241_0
315,20110525-0900-COMMITTEE-PECH_de_125_1
316,20151112-0900-COMMITTEE-DROI_de_151_0
317,20170608-0900-COMMITTEE-SEDE_de_158_0
318,20150428-0900-PLENARY-4_de_100_0
319,20100316-1500-COMMITTEE-EMPL_de_72_0
320,20161129-0900-COMMITTEE-CONT_de_242_0
321,20171107-1415-SPECIAL-UNKN_de_251_0
322,20140311-0900-PLENARY-16_de_125_0
323,20120521-0900-PLENARY-11_de_123_2
324,20181127-1400-SPECIAL-CONFERENCE_de_29_0
325,20110302-1443-SPECIAL_de_223_1
326,20130709-0900-COMMITTEE-PETI_de_205_1
327,20110712-1500-COMMITTEE-AFET_de_336_2
328,20191126-0900-PLENARY_de_323_0
329,20151110-0900-COMMITTEE-TRAN_de_291_1
330,20100127-1500-COMMITTEE-INTA_de_192_1
331,20090330-1500-COMMITTEE-IMCO_de_254_0
332,20100707-0900-PLENARY-17_de_43_2
333,20180425-1430-COMMITTEE-SEDE_de_357_1
334,20131127-0900-COMMITTEE-REGI_de_107_0
335,20180524-0900-COMMITTEE-AFCO_de_23_1
336,20141111-1500-COMMITTEE-ECON_de_247_0
337,20141103-1500-COMMITTEE-AFET_de_227_0
338,20180913-0930-SPECIAL-STOA-O_de_80_0
339,20200624-1700-COMMITTEE-BUDG_de_97_1
340,20201109-1345-COMMITTEE-ITRE_de_9_1
341,20120917-1500-COMMITTEE-CRIM_de_168_1
342,20100601-0900-COMMITTEE-INTA_de_208_0
343,20120709-1500-COMMITTEE-DEVE_de_66_0
344,20100713-0900-COMMITTEE-AFCO_de_284_0
345,20150709-0900-PLENARY-17_de_0_0
346,20151111-0900-PLENARY-16_de_80_1
347,20091126-0900-PLENARY-9_de_9_0
348,20200702-1345-COMMITTEE-AFCO_de_134_0
349,20180222-0900-COMMITTEE-ECON_de_282_1
350,20140122-0900-COMMITTEE-FEMM_de_0_1
351,20141013-1500-COMMITTEE-JURI_de_65_1
352,20170404-0900-PLENARY-18_de_63_0
353,20190930-1500-COMMITTEE-DEVE_de_19_0
354,20191113-0900-PLENARY_de_262_0
355,20151023-1130-SPECIAL-UNKN_de_72_0
356,20170912-0900-PLENARY-23_de_79_1
357,20181120-1430-COMMITTEE-JURI_de_175_0
358,20160217-1500-COMMITTEE-ENVI_de_145_0
359,20181119-1500-COMMITTEE-DEVE_de_111_0
360,20130123-1500-COMMITTEE-SEDE_de_309_1
361,20130527-1500-COMMITTEE-AFCO_de_35_0
362,20091203-0900-COMMITTEE-ITRE_de_55_1
363,20140416-0900-PLENARY-4_de_67_0
364,20190207-0900-COMMITTEE-DEVE_de_39_1
365,20140702-1230-SPECIAL_de_27_0
366,20181113-0900-PLENARY_de_408_1
367,20170530-1500-COMMITTEE-CONT_de_175_0
368,20150714-1500-COMMITTEE-INTA_de_6_0
369,20171024-0900-PLENARY-21_de_85_0
370,20130221-0900-COMMITTEE-DROI_de_143_0
371,20150505-0900-COMMITTEE-AGRI_de_2_0
372,20121106-0900-COMMITTEE-INTA_de_331_0
373,20120126-0900-COMMITTEE-INTA_de_90_0
374,20120125-0900-COMMITTEE-ITRE_de_164_0
375,20120531-0900-COMMITTEE-BUDG_de_278_1
376,20200507-0900-COMMITTEE-ECON_de_67_0
377,20130507-0900-COMMITTEE-ENVI_de_102_1
378,20150715-1500-COMMITTEE-EMPL_de_54_0
379,20180425-1430-SPECIAL_de_85_0
380,20100308-0900-PLENARY-11_de_58_1
381,20170126-1600-SPECIAL_de_95_1
382,20150223-1500-COMMITTEE-ENVI-ENVI-AGRI_de_52_0
383,20151201-1500-COMMITTEE-DEVE_de_78_1
384,20091021-0900-PLENARY-8_de_32_1
385,20110406-0900-PLENARY-8_de_85_0
386,20150204-0900-SPECIAL-UNKN_de_231_1
387,20180322-0900-SPECIAL-UNKN_de_140_0
388,20200504-1000-COMMITTEE-ENVI_de_215_1
389,20170425-1630-COMMITTEE-CULT_de_87_1
390,20160420-1000-COMMITTEE-JURI_de_41_0
391,20110126-0900-COMMITTEE-ENVI_de_134_0
392,20100713-0900-COMMITTEE-AFCO_de_125_0
393,20091104-0900-COMMITTEE-IMCO_de_161_0
394,20101026-1500-COMMITTEE-LIBE_de_58_0
395,20110623-0900-PLENARY-13_de_26_0
396,20190723-1430-COMMITTEE-AGRI_de_175_0
397,20100714-0900-COMMITTEE-FEMM_de_192_0
398,20151214-1900-COMMITTEE-AFET-DEVE-DROI_de_110_0
399,20141001-1330-COMMITTEE-HEARING2014JH_de_232_0
400,20130516-0900-COMMITTEE-BUDG_de_11_0
401,20160216-1500-COMMITTEE-AFET_de_157_0
402,20181120-0900-COMMITTEE-CULT_de_311_1
403,20160607-1630-SPECIAL-UNKN_de_40_1
404,20160905-1500-COMMITTEE-FEMM_de_21_1
405,20120523-0900-PLENARY-17_de_41_1
406,20150714-0900-COMMITTEE-REGI_de_99_1
407,20181023-1030-SPECIAL-DEBATE_de_42_1
408,20130429-1600-SPECIAL-UNKN_de_145_0
409,20121210-0900-PLENARY-36_de_25_0
410,20150608-1900-COMMITTEE-AGRI_de_71_0
411,20160314-1500-COMMITTEE-PETI_de_26_1
412,20160520-1300-SPECIAL-UNKN_de_98_1
413,20120529-1500-COMMITTEE-AFCO_de_142_1
414,20160621-0900-COMMITTEE-ECON_de_227_1
415,20180220-0900-COMMITTEE-LIBE_de_83_1
416,20171010-1500-COMMITTEE-FEMM_de_92_0
417,20100304-0900-COMMITTEE-DROI_de_280_0
418,20180515-0900-COMMITTEE-REGI_de_0_0
419,20120426-0900-COMMITTEE-REGI_de_37_0
420,20140929-1500-COMMITTEE-BUDG_de_44_0
421,20120619-0900-COMMITTEE-AGRI_de_63_1
422,20100317-1500-COMMITTEE-EMPL_de_100_0
423,20130417-0900-PLENARY-15_de_116_0
424,20100317-1500-COMMITTEE-AGRI_de_5_0
425,20100623-1630-COMMITTEE-EMPL_de_183_1
426,20091124-0900-PLENARY-3_de_69_0
427,20090902-0900-COMMITTEE-AGRI_de_27_2
428,20130530-0900-COMMITTEE-REGI_de_258_0
429,20161107-1500-COMMITTEE-LIBE_de_32_0
430,20161012-1615-COMMITTEE-AGRI_de_214_0
431,20180321-1430-COMMITTEE-BUDG-ECON_de_251_1
432,20100913-1500-COMMITTEE-DROI_de_292_0
433,20120920-1500-COMMITTEE-LIBE_de_88_0
434,20170228-0900-COMMITTEE-ECON_de_120_0
435,20130918-1540-COMMITTEE-FEMM-LIBE_de_64_0
436,20161108-1500-COMMITTEE-AFET_de_240_0
437,20150127-1500-COMMITTEE-ENVI_de_136_0
438,20180620-1430-COMMITTEE-TRAN_de_113_0
439,20170125-1630-COMMITTEE-PECH_de_33_1
440,20190213-0900-PLENARY_de_15_1
441,20120711-0900-COMMITTEE-SEDE_de_0_0
442,20180906-1400-COMMITTEE-PEST_de_10_1
443,20120202-0900-PLENARY-7_de_7_0
444,20110228-1500-COMMITTEE-TRAN_de_250_1
445,20100607-1630-COMMITTEE-IMCO_de_160_1
446,20100616-0900-PLENARY-17_de_97_1
447,20131211-0900-PLENARY-11_de_94_0
448,20190220-0900-COMMITTEE-CULT_de_173_0
449,20120918-1500-COMMITTEE-TRAN_de_38_0
450,20101130-1500-COMMITTEE-REGI_de_148_1
451,20130710-0930-COMMITTEE-SEDE_de_341_1
452,20180516-1430-COMMITTEE-DEVE_de_304_0
453,20130319-1530-COMMITTEE-JURI_de_46_1
454,20180301-0900-PLENARY-4_de_22_0
455,20180206-0900-PLENARY-4_de_140_0
456,20181011-1115-SPECIAL-OTHER_de_105_1
457,20151110-1500-COMMITTEE-EMPL_de_16_1
458,20180502-0900-PLENARY-23_de_54_0
459,20161208-1430-COMMITTEE-LIBE_de_37_0
460,20150716-0900-COMMITTEE-LIBE_de_293_0
461,20160426-1500-COMMITTEE-ENVI_de_5_0
462,20130926-0900-COMMITTEE-EMPL_de_231_1
463,20180227-0930-COMMITTEE-LIBE_de_152_0
464,20161207-1500-COMMITTEE-PANA_de_277_0
465,20120914-1000-SPECIAL_de_89_1
466,20140120-1500-COMMITTEE-AFET_de_314_1
467,20170530-1400-COMMITTEE-LIBE_de_442_0
468,20130205-0900-PLENARY-3_de_62_1
469,20180322-0900-COMMITTEE-DROI_de_75_1
470,20161108-0900-COMMITTEE-EMPL_de_288_1
471,20161108-1400-COMMITTEE-PANA_de_170_1
472,20120320-1500-COMMITTEE-PECH_de_247_0
473,20160915-0900-PLENARY-5_de_75_0
474,20150714-0900-COMMITTEE-CULT_de_222_0
475,20151130-1500-COMMITTEE-DEVE-SEDE_de_221_2
476,20161208-1430-COMMITTEE-LIBE_de_26_1
477,20110608-0900-PLENARY-7_de_106_1
478,20111123-0900-COMMITTEE-TRAN_de_285_1
479,20171121-0900-COMMITTEE-CONT_de_102_2
480,20140313-0900-PLENARY-21_de_44_1
481,20200903-1345-COMMITTEE-LIBE_de_28_0
482,20111205-1500-SPECIAL_de_275_1
483,20180619-0900-COMMITTEE-IMCO_de_247_1
484,20160831-0900-COMMITTEE-BUDG_de_243_1
485,20180426-0900-SPECIAL-TAX3-OMEE_de_56_1
486,20131121-0800-COMMITTEE-ECON-EMPL_de_16_0
487,20090209-1500-COMMITTEE-DROI_de_217_0
488,20150414-0900-COMMITTEE-AFET_de_69_0
489,20160421-0900-COMMITTEE-SEDE_de_72_0
490,20170126-0900-COMMITTEE-PECH_de_38_0
491,20180221-1430-COMMITTEE-JURI_de_56_0
492,20180115-0900-PLENARY-11_de_78_0
493,20121009-0900-COMMITTEE-PECH_de_11_1
494,20151026-1900-COMMITTEE-TAXE_de_139_0
495,20170411-0900-COMMITTEE-TRAN_de_272_1
496,20111208-0900-COMMITTEE-LIBE_de_299_0
497,20170301-0900-PLENARY-11_de_54_1
498,20151015-0900-COMMITTEE-PETI_de_12_1
499,20100623-1730-COMMITTEE-SEDE_de_110_1
500,20130319-1500-COMMITTEE-DROI_de_178_1
501,20160509-0900-PLENARY-11_de_160_0
502,20151028-0900-PLENARY-15_de_56_1
503,20110314-1500-COMMITTEE-AFCO_de_90_1
504,20120530-0900-COMMITTEE-AFCO_de_117_1
505,20140924-0900-COMMITTEE-JURI_de_145_0
506,20190117-1000-COMMITTEE-REGI_de_11_2
507,20180625-1530-COMMITTEE-LIBE_de_333_0
508,20190218-1715-COMMITTEE-BUDG_de_190_0
509,20180612-0900-PLENARY-21_de_94_0
510,20151012-1500-COMMITTEE-ENVI_de_197_0
511,20130709-1530-COMMITTEE-JURI_de_195_0
512,20200428-1030-COMMITTEE-ITRE_de_154_1
513,20130927-1000-SPECIAL_de_50_0
514,20100127-1500-COMMITTEE-ITRE_de_226_1
515,20181120-0900-COMMITTEE-INTA_de_44_0
516,20121120-0900-PLENARY-12_de_36_0
517,20180910-1900-COMMITTEE-ENVI1_de_42_1
518,20101214-0900-PLENARY-17_de_13_0
519,20090902-0900-COMMITTEE-BUDG_de_247_0
520,20100318-0900-COMMITTEE-IMCO_de_311_0
521,20120619-0900-COMMITTEE-TRAN_de_156_0
522,20090212-0900-COMMITTEE-AFET_de_169_1
523,20190214-0900-PLENARY_de_58_1
524,20160616-0900-SPECIAL-EMIS-OMEE_de_349_1
